MAP_ID	GAMESVR_SET_1	GAMESVR_SET_2	GAMESVR_SET_3	GAMESVR_SET_4	GAMESVR_SET_5	GAMESVR_SET_6	GAMESVR_SET_7	GAMESVR_SET_8	GAMESVR_SET_9	GAMESVR_SET_10	GAMESVR_SET_11	GAMESVR_SET_12	GAMESVR_SET_13	GAMESVR_SET_14	GAMESVR_SET_15	GAMESVR_SET_16	±¸×¢
141			3	1	2												D­îc V­¬ng ®éng tÇng 1
142			3	1	2												D­îc V­¬ng ®éng tÇng 2
143			3	1	2												D­îc V­¬ng ®éng tÇng 3
144			3	1	2												D­îc V­¬ng ®éng tÇng 4
145			2	1	3												TuyÕt B¸o ®éng tÇng 1
146			2	1	3												TuyÕt B¸o ®éng tÇng 2
147			2	1	3												TuyÕt B¸o ®éng tÇng 3
148			2	1	3												TuyÕt B¸o ®éng tÇng 4
149			2	1	3												TuyÕt B¸o ®éng tÇng 5
150			2	1	3												TuyÕt B¸o ®éng tÇng 6
151			2	1	3												TuyÕt B¸o ®éng tÇng 7
152			2	1	3												TuyÕt B¸o ®éng tÇng 8
153			1	1	2												Th¹ch Cæ trÊn
154			1	1	2												Thóy Yªn m«n
155			1	1	2												B¸ch Hoa ®×nh
158			1	1	2												Mª cung cÊm ®Þa
160			1	1	2												Thñ Ngäc s¶nh
161			1	1	2												Thóy Yªn LÇu
162			1	1	2												 §¹i Lý phñ 
163			1	1	2												¸c b¸ ®Þa ®¹o
164			1	1	2												Thiªn TÇm th¸p tÇng 1
165			1	1	2												Thiªn TÇm th¸p tÇng 2
166			1	1	2												Thiªn TÇm th¸p tÇng 3
167			1	1	2												 §iÓm Th­¬ng s¬n
168			1	1	2												Phông Nh·n ®éng
169			1	1	2												Long Nh·n ®éng
170			1	1	2												Thæ PhØ ®éng
171			1	1	2												§iÓm Th­¬ng ®éng tÇng 1
172			1	1	2												§iÓm Th­¬ng ®éng tÇng 2
173			1	1	2												§iÓm Th­¬ng ®éng tÇng 3
174			1	1	2												Long TuyÒn th«n
175			3	1	3												T©y S¬n th«n
176			3	1	3												 L©m An
177			3	1	3												Ngù Hoa viªn
178			3	1	3												S¬n ®éng Ngù Hoa viªn
179			1	1	2												La Tiªu s¬n
180			1	1	2												Long Cung ®éng
181			1	1	2												L­ìng Thñy ®éng
182			1	1	2												NghiÖt Long ®éng
183			3	1	3												Ngò §éc Gi¸o
184			3	1	3												XÝch YÕt tr¹i
185			3	1	3												Kim Xµ tr¹i
186			3	1	3												MÆc Thï tr¹i
187			3	1	3												Thanh Ng« tr¹i
188			3	1	3												Ng©n ThiÒm tr¹i
189			3	1	3												Tæng tr¹i
190			3	1	3												Mª cung nhËp m«n
193			1	1	2												 Vò Di s¬n
194			1	1	2												Ngäc Hoa ®éng
195			1	1	2												Nh¹n §·ng s¬n
196			1	1	2												D­¬ng Gi¸c ®éng
197			3	1	2												Thiªn lao
198			1	1	2												Thanh khª ®éng
199			2	1	2												Vò L¨ng ®éng
200			2	1	3												Cæ D­¬ng ®éng
201			3	1	3												B¨ng Hµ ®éng
202			1	1	1												Phï Dung ®éng
203			1	1	2												V« Danh ®éng
204			3	1	2												Phi Thiªn ®éng
205			2	1	3												D­¬ng Trung ®éng
206			3	1	3												TÇn L¨ng tÇng 2
207			3	1	3												TÇn L¨ng tÇng 3
208			2	1	2												§¹i lao
209			1,2	1	1,3,4												DiÔn vâ tr­êng
212			3	1	3												Hoa S¬n tuyÖt ®Ønh
213			2	1	1												L«i ®µi Bang héi 1
214			2	1	1												L«i ®µi Bang héi 2
215			2	1	1												L«i ®µi Bang héi 3
216			2	1	1												L«i ®µi Bang héi 4
217			2	1	1												L«i ®µi Bang héi 5
218			2	1	1												L«i ®µi Bang héi 6
219			2	1	1												L«i ®µi Bang héi 7
220			3	1	3												DiÔn Vâ tr­êng 8
221			2	1	4												C«ng thµnh chiÕn tr­êng
222			2	1	4												HËu ph­¬ng bªn Thñ
223			2	1	4												HËu ph­¬ng bªn C«ng
224			3	1	3												Sa m¹c ®Þa biÓu
225			3	1	3												Sa M¹c 1
226			3	1	3												Sa M¹c 2
227			3	1	3												Sa M¹c 3
228			3	1	3												HËu s¬n C«n L«n
229			1	1	1												TÕ Tæ ®×nh (chiÕn ®Êu) 
230			1	1	2												Trong thµnh §¹i Lý (chiÕn ®Êu) 
231			1	1	2												N¬i ë Th­¬ng L­¬ng kh¸ch
232			2	1	3												N¬i ë Chu V©n TuyÒn
233			2	1	3												N¬i ë M¹c Kh«ng NguyÖt
234			3	1	3												Kim Xµ tr¹i (chiÕn ®Êu) 
235			3	1	3												§µo Hoa ®¶o (1) 
236			2	1	3												§µo Hoa ®¶o (2) 
237			2	1	2												§µo Hoa ®¶o (3) 
238			3	1	2												§µo Hoa ®¶o (4) 
239			1	1	2												§µo Hoa ®¶o (5) 
240			1	1	1												§µo Hoa ®¶o (6) 
241			3	1	3												§µo Hoa ®¶o (7) 
242			3	1	3												TÈy Tñy ®¶o (1) 
243			1	1	1												TÈy Tñy ®¶o (2) 
244			1	1	2												TÈy Tñy ®¶o (3) 
245			3	1	2												TÈy Tñy ®¶o (4) 
246			2	1	2												TÈy Tñy ®¶o (5) 
247			2	1	3												TÈy Tñy ®¶o (6) 
248			3	1	3												TÈy Tñy ®¶o (7) 
249			3	1	3												TÈy Tñy ®¶o s¬n ®éng (1) 
250			3	1	3												TÈy Tñy ®¶o s¬n ®éng (1) 
251			3	1	3												TÈy Tñy ®¶o s¬n ®éng (1) 
252			3	1	3												TÈy Tñy ®¶o s¬n ®éng (1) 
253			3	1	3												TÈy Tñy ®¶o s¬n ®éng (1) 
254			3	1	3												TÈy Tñy ®¶o s¬n ®éng (1) 
255			3	1	3												TÈy Tñy ®¶o s¬n ®éng (1) 
256			3	1	3												TÈy Tñy ®¶o s¬n ®éng (1) 
257			3	1	3												TÈy Tñy ®¶o s¬n ®éng (1) 
258			3	1	3												TÈy Tñy ®¶o s¬n ®éng (1) 
259			1	1	1												TÈy Tñy ®¶o s¬n ®éng (2) 
260			1	1	1												TÈy Tñy ®¶o s¬n ®éng (2) 
261			1	1	1												TÈy Tñy ®¶o s¬n ®éng (2) 
262			1	1	1												TÈy Tñy ®¶o s¬n ®éng (2) 
263			1	1	1												TÈy Tñy ®¶o s¬n ®éng (2) 
264			1	1	1												TÈy Tñy ®¶o s¬n ®éng (2) 
265			1	1	1												TÈy Tñy ®¶o s¬n ®éng (2) 
266			1	1	1												TÈy Tñy ®¶o s¬n ®éng (2) 
267			1	1	1												TÈy Tñy ®¶o s¬n ®éng (2) 
268			1	1	1												TÈy Tñy ®¶o s¬n ®éng (2) 
269			1	1	2												TÈy Tñy ®¶o s¬n ®éng (3) 
270			1	1	2												TÈy Tñy ®¶o s¬n ®éng (3) 
271			1	1	2												TÈy Tñy ®¶o s¬n ®éng (3) 
272			1	1	2												TÈy Tñy ®¶o s¬n ®éng (3) 
273			1	1	2												TÈy Tñy ®¶o s¬n ®éng (3) 
274			1	1	2												TÈy Tñy ®¶o s¬n ®éng (3) 
275			1	1	2												TÈy Tñy ®¶o s¬n ®éng (3) 
276			1	1	2												TÈy Tñy ®¶o s¬n ®éng (3) 
277			1	1	2												TÈy Tñy ®¶o s¬n ®éng (3) 
278			1	1	2												TÈy Tñy ®¶o s¬n ®éng (3) 
279			3	1	2												TÈy Tñy ®¶o s¬n ®éng (4) 
280			3	1	2												TÈy Tñy ®¶o s¬n ®éng (4) 
281			3	1	2												TÈy Tñy ®¶o s¬n ®éng (4) 
282			3	1	2												TÈy Tñy ®¶o s¬n ®éng (4) 
283			3	1	2												TÈy Tñy ®¶o s¬n ®éng (4) 
284			3	1	2												TÈy Tñy ®¶o s¬n ®éng (4) 
285			3	1	2												TÈy Tñy ®¶o s¬n ®éng (4) 
286			3	1	2												TÈy Tñy ®¶o s¬n ®éng (4) 
287			3	1	2												TÈy Tñy ®¶o s¬n ®éng (4) 
288			3	1	2												TÈy Tñy ®¶o s¬n ®éng (4) 
289			2	1	2												TÈy Tñy ®¶o s¬n ®éng (5) 
290			2	1	2												TÈy Tñy ®¶o s¬n ®éng (5) 
291			2	1	2												TÈy Tñy ®¶o s¬n ®éng (5) 
292			2	1	2												TÈy Tñy ®¶o s¬n ®éng (5) 
293			2	1	2												TÈy Tñy ®¶o s¬n ®éng (5) 
294			2	1	2												TÈy Tñy ®¶o s¬n ®éng (5) 
295			2	1	2												TÈy Tñy ®¶o s¬n ®éng (5) 
296			2	1	2												TÈy Tñy ®¶o s¬n ®éng (5) 
297			2	1	2												TÈy Tñy ®¶o s¬n ®éng (5) 
298			2	1	2												TÈy Tñy ®¶o s¬n ®éng (5) 
299			2	1	3												TÈy Tñy ®¶o s¬n ®éng (6) 
300			2	1	3												TÈy Tñy ®¶o s¬n ®éng (6) 
301			2	1	3												TÈy Tñy ®¶o s¬n ®éng (6) 
302			2	1	3												TÈy Tñy ®¶o s¬n ®éng (6) 
303			2	1	3												TÈy Tñy ®¶o s¬n ®éng (6) 
304			2	1	3												TÈy Tñy ®¶o s¬n ®éng (6) 
305			2	1	3												TÈy Tñy ®¶o s¬n ®éng (6) 
306			2	1	3												TÈy Tñy ®¶o s¬n ®éng (6) 
307			2	1	3												TÈy Tñy ®¶o s¬n ®éng (6) 
308			2	1	3												TÈy Tñy ®¶o s¬n ®éng (6) 
309			3	1	3												TÈy Tñy ®¶o s¬n ®éng (7) 
310			3	1	3												TÈy Tñy ®¶o s¬n ®éng (7) 
311			3	1	3												TÈy Tñy ®¶o s¬n ®éng (7) 
312			3	1	3												TÈy Tñy ®¶o s¬n ®éng (7) 
313			3	1	3												TÈy Tñy ®¶o s¬n ®éng (7) 
314			3	1	3												TÈy Tñy ®¶o s¬n ®éng (7) 
315			3	1	3												TÈy Tñy ®¶o s¬n ®éng (7) 
316			3	1	3												TÈy Tñy ®¶o s¬n ®éng (7) 
317			3	1	3												TÈy Tñy ®¶o s¬n ®éng (7) 
318			3	1	3												TÈy Tñy ®¶o s¬n ®éng (7) 
319			2	1	3												L©m Du Quan
320			2	1	2												Ch©n nói Tr­êng B¹ch
321			3	1	3												Tr­êng B¹ch s¬n Nam 
322			3	1	2												Tr­êng B¹ch s¬n B¾c
323			1	1	4												§iÓm b¸o danh Tèng Kim (s¬ cÊp) 
324			1	1	4												§iÓm b¸o danh Tèng Kim (trung cÊp) 
325			1	1	4												§iÓm b¸o danh Tèng Kim (cao cÊp) 
326			1	1	4												Khu vùc b×nh nguyªn (s¬ cÊp) 
327			1	1	4												Khu vùc b×nh nguyªn (trung cÊp) 
328			1	1	4												Khu vùc b×nh nguyªn (cao cÊp) 
329			1	1	4												Khu vùc Hµ T©n (s¬ cÊp) 
330			1	1	4												Khu vùc Hµ T©n (trung cÊp) 
331			1	1	4												Khu vùc Hµ T©n (cao cÊp) 
332			1	1	2												Thiªn Long Tù
333			1	1	2												Hoa S¬n ph¸i
336			1	1	4												Phong L¨ng ®é
337			1	1	4												BÕn thuyÒn 1
338			1	1	4												BÕn thuyÒn 2
339			1	1	4												BÕn thuyÒn 3
340			1	1	1												M¹c Cao QuËt
341			1	1	2												M¹c B¾c Th¶o Nguyªn
342			1	1	3												Vi s¬n ®¶o
344			1	1	4												Thµnh trÊn (s¬ cÊp) 
345			1	1	4												Thµnh trÊn (trung cÊp) 
346			1	1	4												Thµnh trÊn (cao cÊp) 
347			1	1	4												S¬n cèc (s¬ cÊp) 
348			1	1	4												S¬n cèc (trung cÊp) 
349			1	1	4												S¬n cèc (cao cÊp) 
350			1	1	4												Th©m l©m (s¬ cÊp) 
351			1	1	4												Th©m l©m (trung cÊp) 
352			1	1	4												Th©m l©m (cao cÊp) 
353			1	1	4												Doanh tr¹i (s¬ cÊp) 
354			1	1	4												Doanh tr¹i (trung cÊp) 
355			1	1	4												Doanh tr¹i (cao cÊp) 
357			1	1	4												§¬n ®Êu B×nh nguyªn (S¬ cÊp) 
358			1	1	4												§¬n ®Êu B×nh nguyªn (Trung cÊp) 
359			1	1	4												§¬n ®Êu B×nh nguyªn (Cao cÊp) 
360			1	1	4												§¬n ®Êu Hµ t©n (S¬ cÊp) 
361			1	1	4												§¬n ®Êu Hµ t©n (Trung cÊp) 
362			1	1	4												§¬n ®Êu Hµ t©n (Cao cÊp) 
363			1	1	4												§¬n ®Êu Th©m l©m (S¬ cÊp) 
364			1	1	4												§¬n ®Êu Th©m l©m (Trung cÊp) 
365			1	1	4												§¬n ®Êu Th©m l©m (Cao cÊp) 
366			1	1	4												§¬n ®Êu S¬n cèc (S¬ cÊp) 
367			1	1	4												§¬n ®Êu S¬n cèc (Trung cÊp) 
368			1	1	4												§¬n ®Êu S¬n cèc (Cao cÊp) 
369			1	1	4												§¬n ®Êu Thµnh trÊn (S¬ cÊp) 
370			1	1	4												§¬n ®Êu Thµnh trÊn (Trung cÊp) 
371			1	1	4												§¬n ®Êu Thµnh trÊn (Cao cÊp) 
372			1	1	4												§¬n ®Êu Doanh tr¹i (S¬ cÊp) 
373			1	1	4												§¬n ®Êu Doanh tr¹i (Trung cÊp) 
374			1	1	4												§¬n ®Êu Doanh tr¹i (Cao cÊp) 
375			1	1	4												ChiÕn tr­êng Tèng Kim cò (s¬ cÊp) 
376			1	1	4												ChiÕn tr­êng Tèng Kim cò (trung cÊp) 
377			1	1	4												ChiÕn tr­êng Tèng Kim (cao cÊp) 
378			1	1	4												Xung phong (S¬ cÊp) 
379			1	1	4												Xung phong (Trung cÊp) 
380			1	1	4												Xung phong (Cao cÊp) 
381			1	1	4												Th©m l©m (s¬ cÊp) 
382			1	1	4												Th©m l©m (trung cÊp) 
383			1	1	4												Th©m l©m (cao cÊp) 
384			1	1	4												CÇu ranh giíi (s¬ cÊp) 
385			1	1	4												CÇu ranh giíi (trung cÊp) 
386			1	1	4												CÇu ranh giíi (cao cÊp)
387			2	1	4												Phong Kú (60-89)
388			2	1	4												Phong Kú (90-119) 
389			2	1	4												Phong Kú (trªn 120) 
390			2	1	1												Thiªn B¶o khè (trªn 120)
391			2	1	1												Thiªn B¶o khè (trªn 120)
392			2	1	1												Thiªn B¶o khè (trªn 120)
393			2	1	1												Thiªn B¶o khè (trªn 120)
394			2	1	1												Thiªn B¶o khè (trªn 120)
395			2	1	1												Thiªn B¶o khè (trªn 120) 
416			1	1	1												ThuyÒn Rång s¬ cÊp (1) 
417			1	1	2												ThuyÒn Rång s¬ cÊp (2) 
418			2	1	3												ThuyÒn Rång s¬ cÊp (3) 
419			2	1	2												ThuyÒn Rång s¬ cÊp (4) 
420			3	1	3												ThuyÒn Rång s¬ cÊp (5) 
421			3	1	2												ThuyÒn Rång s¬ cÊp (6) 
422			3	1	3												ThuyÒn Rång s¬ cÊp (7) 
423			3	1	3												ThuyÒn Rång s¬ cÊp (8) 
424			1	1	1												ThuyÒn Rång cao cÊp (1) 
425			1	1	1												ThuyÒn Rång cao cÊp (2) 
426			1	1	2												ThuyÒn Rång cao cÊp (3) 
427			1	1	2												ThuyÒn Rång cao cÊp (4) 
428			2	1	3												ThuyÒn Rång cao cÊp (5) 
429			2	1	3												ThuyÒn Rång cao cÊp (6) 
430			2	1	2												ThuyÒn Rång cao cÊp (7) 
431			2	1	2												ThuyÒn Rång cao cÊp (8) 
432			3	1	3												ThuyÒn Rång cao cÊp (9) 
433			3	1	3												ThuyÒn Rång cao cÊp (10) 
434			3	1	2												ThuyÒn Rång cao cÊp (11) 
435			3	1	2												ThuyÒn Rång cao cÊp (12) 
436			3	1	3												ThuyÒn Rång cao cÊp (13) 
437			3	1	3												ThuyÒn Rång cao cÊp (14) 
438			3	1	3												ThuyÒn Rång cao cÊp (15) 
439			3	1	3												ThuyÒn Rång cao cÊp (16) 
440			1	1	1												ThuyÒn Rång s¬ cÊp (9) 
441			1	1	2												ThuyÒn Rång s¬ cÊp (10) 
442			2	1	3												ThuyÒn Rång s¬ cÊp (11) 
443			2	1	2												ThuyÒn Rång s¬ cÊp (12) 
444			3	1	3												ThuyÒn Rång s¬ cÊp (13) 
445			3	1	2												ThuyÒn Rång s¬ cÊp (14) 
446			3	1	3												ThuyÒn Rång s¬ cÊp (15) 
447			3	1	3												ThuyÒn Rång s¬ cÊp (16) 
448			1	1	1												ThuyÒn Rång cao cÊp (17) 
449			1	1	1												ThuyÒn Rång cao cÊp (18) 
450			1	1	2												ThuyÒn Rång cao cÊp (19) 
451			1	1	2												ThuyÒn Rång cao cÊp (20) 
452			2	1	3												ThuyÒn Rång cao cÊp (21) 
453			2	1	3												ThuyÒn Rång cao cÊp (22) 
454			2	1	2												ThuyÒn Rång cao cÊp (23) 
455			2	1	2												ThuyÒn Rång cao cÊp (24) 
456			3	1	3												ThuyÒn Rång cao cÊp (25) 
457			3	1	3												ThuyÒn Rång cao cÊp (26) 
458			3	1	2												ThuyÒn Rång cao cÊp (27) 
459			3	1	2												ThuyÒn Rång cao cÊp (28) 
460			3	1	3												ThuyÒn Rång cao cÊp (29) 
461			3	1	3												ThuyÒn Rång cao cÊp (30) 
462			3	1	3												ThuyÒn Rång cao cÊp (31) 
463			3	1	3												ThuyÒn Rång cao cÊp (32) 
464			1	1	1												Th¸ch thøc thêi gian (S¬ cÊp 1) 
465			1	1	1												Th¸ch thøc thêi gian (S¬ cÊp 2) 
466			2	1	2												Th¸ch thøc thêi gian (S¬ cÊp 3) 
467			2	1	2												Th¸ch thøc thêi gian (S¬ cÊp 4) 
468			3	1	3												Th¸ch thøc thêi gian (S¬ cÊp 5) 
469			3	1	3												Th¸ch thøc thêi gian (S¬ cÊp 6) 
470			3	1	2												Th¸ch thøc thêi gian (S¬ cÊp 7) 
471			3	1	2												Th¸ch thøc thêi gian (S¬ cÊp 8) 
480			1	1	1												Th¸ch thøc thêi gian (Cao cÊp 1) 
481			1	1	1												Th¸ch thøc thêi gian (Cao cÊp 2) 
482			1	1	1												Th¸ch thøc thêi gian (Cao cÊp 3) 
483			1	1	1												Th¸ch thøc thêi gian (Cao cÊp 4) 
484			2	1	2												Th¸ch thøc thêi gian (Cao cÊp 5) 
485			2	1	2												Th¸ch thøc thêi gian (Cao cÊp 6) 
486			2	1	3												Th¸ch thøc thêi gian (Cao cÊp 7) 
487			2	1	3												Th¸ch thøc thêi gian (Cao cÊp 8) 
488			3	1	2												Th¸ch thøc thêi gian (Cao cÊp 9) 
489			3	1	2												Th¸ch thøc thêi gian (Cao cÊp 10) 
490			3	1	3												Th¸ch thøc thêi gian (Cao cÊp 11) 
491			3	1	3												Th¸ch thøc thêi gian (Cao cÊp 12) 
492			3	1	3												Th¸ch thøc thêi gian (Cao cÊp 13) 
493			3	1	3												Th¸ch thøc thêi gian (Cao cÊp 14) 
494			3	1	3												Th¸ch thøc thêi gian (Cao cÊp 15) 
495			3	1	3												Th¸ch thøc thêi gian (Cao cÊp 16) 
512			1	1	3												V©n Trung §¹o
513			1	1	2												B¸ch Hoa Cèc
514			3	1	3												S¬n TÆc ®éng
515			2	1	2												Tö Hµ LÜnh
516			2	1	3												Thñ thµnh phe Tèng
517			1	1	2												Thñ thµnh phe Kim
518			2	1	3												B¸o danh thñ thµnh phe Tèng
519			1	1	2												B¸o danh thñ thµnh phe Kim
520			3	1	3												Minh NguyÖt trÊn (Ph­îng T­êng) 
521			1	1	1												Minh NguyÖt trÊn (Thµnh §«) 
522			3	1	2												Minh NguyÖt trÊn (BiÖn Kinh) 
523			2	1	2												Minh NguyÖt trÊn (T­¬ng D­¬ng) 
524			2	1	3												Minh NguyÖt trÊn (D­¬ng Ch©u) 
525			1	1	2												Minh NguyÖt trÊn (§¹i Lý) 
526			3	1	3												Minh NguyÖt trÊn (L©m An) 
527			1	1	4												Khu vùc liªn ®Êu (1) 
528			2	1	4												Khu vùc liªn ®Êu (2) 
531			1	1	4												ChuÈn bÞ liªn ®Êu (1) 
532			2	1	4												ChuÈn bÞ liªn ®Êu (2) 
535			1	1	4												§Êu tr­êng liªn ®Êu (1) 
536			2	1	4												§Êu tr­êng liªn ®Êu (2) 
539			1	1	2												Tr­êng Ca M«n cÊm ®Þa
540			3	1	4												Héi tr­êng liªn ®Êu (1)
541			3	1	4												§Êu tr­êng liªn ®Êu (1)
542			3	1	4												Héi tr­êng liªn ®Êu (2)
543			3	1	4												§Êu tr­êng liªn ®Êu (2)
544			3	1	4												Héi tr­êng liªn ®Êu (3)
545			3	1	4												§Êu tr­êng liªn ®Êu (3)
546			3	1	4												Héi tr­êng liªn ®Êu (4)
547			3	1	4												§Êu tr­êng liªn ®Êu (4)
548			3	1	4												Héi tr­êng liªn ®Êu (5)
549			3	1	4												§Êu tr­êng liªn ®Êu (5)
550			1	1	4												Héi tr­êng liªn ®Êu (6)
551			1	1	4												§Êu tr­êng liªn ®Êu (6)
552			1	1	4												Héi tr­êng liªn ®Êu (7)
553			1	1	4												§Êu tr­êng liªn ®Êu (7)
554			1	1	4												Héi tr­êng liªn ®Êu (8)
555			1	1	4												§Êu tr­êng liªn ®Êu (8)
556			1	1	4												Héi tr­êng liªn ®Êu (9)
557			1	1	4												§Êu tr­êng liªn ®Êu (9)
558			1	1	4												Héi tr­êng liªn ®Êu (10)
559			1	1	4												§Êu tr­êng liªn ®Êu (10)
570			3	1	4												HËu tr­êng liªn ®Êu (1)
571			3	1	4												HËu tr­êng liªn ®Êu (2)
572			3	1	4												HËu tr­êng liªn ®Êu (3)
573			3	1	4												HËu tr­êng liªn ®Êu (4)
574			3	1	4												HËu tr­êng liªn ®Êu (5)
