0:0	Account: kaiba3	 Name: Vabsdw	 Level: 81	 IP Address: 171.255.43.124 : 44677
1:19	Account: pmp111	 Name: BéiNhi	 Level: 91	 IP Address: 116.103.122.146 : 50405
1:20	Account: pmp111	 Name: BéiNhi	 Level: 91	 IP Address: 116.103.122.146 : 50414
1:20	Account: pmp222	 Name: TiÓuNhi	 Level: 87	 IP Address: 116.103.122.146 : 50418
1:21	Account: pmp333	 Name: Háa§¹iCa1	 Level: 88	 IP Address: 116.103.122.146 : 50421
1:22	Account: pmp333	 Name: Háa§¹iCa1	 Level: 88	 IP Address: 116.103.122.146 : 50423
1:24	Account: tumap3000	 Name: ÙUriÙJoe	 Level: 98	 IP Address: 115.78.195.38 : 49409
1:25	Account: sarin	 Name: DocXinh6	 Level: 81	 IP Address: 27.69.147.127 : 51440
1:25	Account: sarin	 Name: DocXinh7	 Level: 80	 IP Address: 27.69.147.127 : 51444
1:26	Account: sarin	 Name: DocXinh8	 Level: 80	 IP Address: 27.69.147.127 : 36531
1:27	Account: sarin1	 Name: DocXinh9	 Level: 80	 IP Address: 27.69.147.127 : 51456
1:29	Account: pmp444	 Name: Háa§¹iCa2	 Level: 88	 IP Address: 116.103.122.146 : 50428
1:30	Account: pmp555	 Name: Háa§¹iCa3	 Level: 88	 IP Address: 116.103.122.146 : 50430
1:31	Account: pmp666	 Name: Háa§¹iCa4	 Level: 88	 IP Address: 116.103.122.146 : 50432
1:31	Account: sarin	 Name: DocXinh8	 Level: 80	 IP Address: 27.69.147.127 : 51483
1:34	Account: samsimon2	 Name: ÙRituÙJie	 Level: 83	 IP Address: 115.78.195.38 : 49458
1:34	Account: kaiba1	 Name: ÙAÙTònÙ	 Level: 95	 IP Address: 171.255.43.124 : 34977
1:35	Account: sarin	 Name: DocXinh7	 Level: 80	 IP Address: 27.69.147.127 : 51500
1:36	Account: pmp444	 Name: ThæC«ngC«ng	 Level: 1	 IP Address: 116.103.122.146 : 50434
1:36	Account: sarin1	 Name: DocXinh9	 Level: 80	 IP Address: 27.69.147.127 : 36787
1:36	Account: sarin	 Name: DocXinh8	 Level: 80	 IP Address: 27.69.147.127 : 35955
1:37	Account: kaiba2	 Name: LuisLeoC©yMÝt	 Level: 82	 IP Address: 171.255.43.124 : 44557
1:37	Account: kaiba1	 Name: ÙAÙTònÙ	 Level: 95	 IP Address: 14.233.233.93 : 59138
1:40	Account: kaiba1	 Name: ÙAÙTònÙ	 Level: 95	 IP Address: 171.255.43.124 : 37117
1:41	Account: thaocanh116	 Name: S­ThÇyÙXuèngNói	 Level: 84	 IP Address: 117.4.153.2 : 49755
1:43	Account: samsimon1	 Name: ÙRitaÙOri	 Level: 105	 IP Address: 115.78.195.38 : 49469
1:44	Account: pmp1111	 Name: HomieBoiz1	 Level: 82	 IP Address: 116.103.122.146 : 50439
1:45	Account: pmp2222	 Name: HomieBoiz2	 Level: 82	 IP Address: 116.103.122.146 : 50444
1:46	Account: pmp3333	 Name: HomieBoiz3	 Level: 82	 IP Address: 116.103.122.146 : 50448
1:46	Account: pmp4444	 Name: HomieBoiz4	 Level: 81	 IP Address: 116.103.122.146 : 50450
1:47	Account: pmp777	 Name: MoneyBoiz	 Level: 84	 IP Address: 116.103.122.146 : 50454
1:47	Account: pmp888	 Name: MoneyBoizz2	 Level: 81	 IP Address: 116.103.122.146 : 50456
1:48	Account: samsimon3	 Name: ZudoSIr	 Level: 80	 IP Address: 115.78.195.38 : 49473
1:49	Account: pmp5555	 Name: HomieBoiz5	 Level: 84	 IP Address: 116.103.122.146 : 50459
1:50	Account: kaiba2	 Name: LuisLeoC©yMÝt	 Level: 82	 IP Address: 171.255.43.124 : 45239
1:53	Account: pmp777	 Name: MoneyBoiz	 Level: 84	 IP Address: 116.103.122.146 : 50470
1:57	Account: samsimon3	 Name: ÙSamÙYuta	 Level: 80	 IP Address: 115.78.195.38 : 49475
1:57	Account: minsimon1	 Name: ÙJunÙKiri	 Level: 99	 IP Address: 115.78.195.38 : 49477
2:0	Account: samsimon3	 Name: ZudoSIr	 Level: 80	 IP Address: 115.78.195.38 : 49480
2:3	Account: samsimon3	 Name: ÙAKrnh3q	 Level: 80	 IP Address: 115.78.195.38 : 49574
2:5	Account: minsimon	 Name: ÙMyaÙRen	 Level: 99	 IP Address: 115.78.195.38 : 49581
2:6	Account: tumap3000	 Name: Liutasso	 Level: 1	 IP Address: 115.78.195.38 : 49583
2:11	Account: samsimon2	 Name: ÙYuÙJira	 Level: 80	 IP Address: 115.78.195.38 : 49586
2:11	Account: samsimon2	 Name: ÙRituÙJie	 Level: 83	 IP Address: 115.78.195.38 : 49588
2:14	Account: qwqwqw3	 Name: TinhNhatPhai	 Level: 81	 IP Address: 171.252.21.117 : 60343
2:33	Account: minsimon1	 Name: ÙJunÙKiri	 Level: 99	 IP Address: 115.78.195.38 : 49591
2:44	Account: building1987bmt	 Name: ÙTayÙCh¬iÙBèÙGiµ	 Level: 100	 IP Address: 27.79.43.143 : 49854
2:44	Account: pmp111	 Name: BéiNhi	 Level: 91	 IP Address: 116.103.122.146 : 50647
2:45	Account: pmp222	 Name: TiÓuNhi	 Level: 88	 IP Address: 116.103.122.146 : 50649
2:46	Account: pmp333	 Name: Háa§¹iCa1	 Level: 89	 IP Address: 116.103.122.146 : 50652
2:47	Account: pmp444	 Name: ThæC«ngC«ng	 Level: 81	 IP Address: 116.103.122.146 : 50654
2:48	Account: samsimon1	 Name: ÙRitaÙOri	 Level: 105	 IP Address: 115.78.195.38 : 49594
2:48	Account: pmp555	 Name: Háa§¹iCa3	 Level: 88	 IP Address: 116.103.122.146 : 50658
2:48	Account: pmp777	 Name: MoneyBoiz	 Level: 84	 IP Address: 116.103.122.146 : 50660
2:49	Account: pmp777	 Name: MoneyBoiz	 Level: 84	 IP Address: 116.103.122.146 : 50662
2:50	Account: pmp5555	 Name: HomieBoiz5	 Level: 84	 IP Address: 116.103.122.146 : 50666
2:50	Account: qwqwqw	 Name: Tr¶ÙGãpÙ9x	 Level: 81	 IP Address: 171.252.21.117 : 61018
2:51	Account: qwqwqw3	 Name: TinhNhatPhai	 Level: 81	 IP Address: 171.252.21.117 : 61021
2:55	Account: samsimon3	 Name: ÙSamÙYuta	 Level: 80	 IP Address: 115.78.195.38 : 49597
2:55	Account: samsimon3	 Name: ZudoSIr	 Level: 80	 IP Address: 115.78.195.38 : 49599
2:56	Account: samsimon3	 Name: ÙAKrnh3q	 Level: 80	 IP Address: 115.78.195.38 : 49601
2:58	Account: samsimon3	 Name: ZudoSIr	 Level: 80	 IP Address: 115.78.195.38 : 49603
2:58	Account: qwqwqw3	 Name: TinhNhatPhai	 Level: 81	 IP Address: 171.252.21.117 : 61177
2:58	Account: samsimon3	 Name: ÙAKrnh3q	 Level: 80	 IP Address: 115.78.195.38 : 49605
3:4	Account: samsimon3	 Name: ÙSamÙYuta	 Level: 80	 IP Address: 115.78.195.38 : 49609
3:5	Account: samsimon3	 Name: ZudoSIr	 Level: 80	 IP Address: 115.78.195.38 : 49611
3:10	Account: samsimon3	 Name: ÙAKrnh3q	 Level: 80	 IP Address: 115.78.195.38 : 49613
3:10	Account: tumap3000	 Name: DoVipZo	 Level: 80	 IP Address: 115.78.195.38 : 49616
3:11	Account: tumap3000	 Name: Liutasso	 Level: 80	 IP Address: 115.78.195.38 : 49618
3:11	Account: minsimon	 Name: ÙKiruya	 Level: 80	 IP Address: 115.78.195.38 : 49620
3:11	Account: samsimon	 Name: ÙMiaÙPu	 Level: 80	 IP Address: 115.78.195.38 : 49623
3:12	Account: minsimon1	 Name: Licusitr	 Level: 1	 IP Address: 115.78.195.38 : 49625
3:13	Account: samsimon2	 Name: ÙYuÙJira	 Level: 80	 IP Address: 115.78.195.38 : 49632
3:16	Account: samsimon1	 Name: ÙRitaÙOri	 Level: 105	 IP Address: 115.78.195.38 : 49634
3:16	Account: samsimon1	 Name: RuisÙIrus	 Level: 1	 IP Address: 115.78.195.38 : 49636
3:31	Account: longyen010	 Name: BXÙLong	 Level: 90	 IP Address: 14.187.184.92 : 49181
3:32	Account: longyen011	 Name: MrÙLong	 Level: 83	 IP Address: 14.187.184.92 : 49194
3:36	Account: longyen010	 Name: BXÙLong	 Level: 90	 IP Address: 14.187.184.92 : 49219
3:37	Account: samsimon1	 Name: RuisÙIrus	 Level: 80	 IP Address: 115.78.195.38 : 49642
3:40	Account: minsimon1	 Name: Licusitr	 Level: 80	 IP Address: 115.78.195.38 : 49644
3:46	Account: longyen019	 Name: HTÙVip	 Level: 81	 IP Address: 14.187.184.92 : 49236
3:49	Account: vunguyen1984	 Name: BinBin	 Level: 81	 IP Address: 171.249.149.154 : 49563
3:49	Account: vunguyen1986	 Name: 5555555	 Level: 80	 IP Address: 171.249.149.154 : 49564
3:49	Account: vunguyen1988	 Name: 111111111	 Level: 82	 IP Address: 171.249.149.154 : 49566
3:49	Account: vunguyen1983	 Name: Thiennhan	 Level: 82	 IP Address: 171.249.149.154 : 49567
3:49	Account: vunguyen1989	 Name: khongbietten	 Level: 84	 IP Address: 171.249.149.154 : 49569
3:51	Account: longyen018	 Name: HTÙVip1	 Level: 80	 IP Address: 14.187.184.92 : 49244
3:51	Account: longyen017	 Name: HTÙVip2	 Level: 80	 IP Address: 14.187.184.92 : 49246
3:52	Account: longyen016	 Name: HTÙVip3	 Level: 80	 IP Address: 14.187.184.92 : 49249
3:55	Account: samsimon1	 Name: ÙRitaÙOri	 Level: 105	 IP Address: 115.78.195.38 : 49646
3:55	Account: minsimon1	 Name: ÙJunÙKiri	 Level: 99	 IP Address: 115.78.195.38 : 49648
4:3	Account: samsimon1	 Name: RuisÙIrus	 Level: 80	 IP Address: 115.78.195.38 : 49651
4:3	Account: samsimon1	 Name: ÙRitaÙOri	 Level: 105	 IP Address: 115.78.195.38 : 49653
4:4	Account: samsimon2	 Name: ÙYuÙJira	 Level: 80	 IP Address: 115.78.195.38 : 49656
4:13	Account: thangvl5	 Name: 5TLSuco	 Level: 95	 IP Address: 183.81.86.145 : 49642
4:13	Account: samsimon1	 Name: RuisÙIrus	 Level: 80	 IP Address: 115.78.195.38 : 49658
4:21	Account: thangvl6	 Name: 6Vâ®ang	 Level: 95	 IP Address: 183.81.86.145 : 49785
4:24	Account: thangvl7	 Name: 7NgaMiBuffBuff	 Level: 94	 IP Address: 183.81.86.145 : 49791
4:24	Account: thangvl8	 Name: 8ThóyYªnTû	 Level: 95	 IP Address: 183.81.86.145 : 49794
4:24	Account: samsimon1	 Name: ÙRitaÙOri	 Level: 105	 IP Address: 115.78.195.38 : 49661
4:25	Account: minsimon	 Name: ÙMyaÙRen	 Level: 99	 IP Address: 115.78.195.38 : 49664
4:25	Account: thangvl9	 Name: 9§écV«Biªn	 Level: 95	 IP Address: 183.81.86.145 : 49799
4:26	Account: tumap3000	 Name: ÙUriÙJoe	 Level: 98	 IP Address: 115.78.195.38 : 49666
4:26	Account: thangvl10	 Name: 10HáaCaCa	 Level: 95	 IP Address: 183.81.86.145 : 49805
4:49	Account: ngocminhthu4	 Name: GinÙThæ	 Level: 89	 IP Address: 123.28.236.107 : 49614
5:25	Account: samsimon1	 Name: ÙRitaÙOri	 Level: 107	 IP Address: 115.78.195.38 : 49296
5:25	Account: samsimon3	 Name: ZudoSIr	 Level: 80	 IP Address: 115.78.195.38 : 49306
5:25	Account: samsimon3	 Name: ÙSamÙYuta	 Level: 80	 IP Address: 115.78.195.38 : 49311
5:26	Account: minsimon1	 Name: ÙJunÙKiri	 Level: 101	 IP Address: 115.78.195.38 : 49334
5:27	Account: minsimon	 Name: ÙMyaÙRen	 Level: 101	 IP Address: 115.78.195.38 : 49351
5:27	Account: samsimon	 Name: ÙIurtya	 Level: 99	 IP Address: 115.78.195.38 : 49360
5:33	Account: qwqwqw	 Name: Tr¶ÙGãpÙ9x	 Level: 81	 IP Address: 171.252.21.117 : 63196
5:34	Account: qwqwqw1	 Name: CLGTÙmÑ	 Level: 82	 IP Address: 171.252.21.117 : 63205
5:34	Account: samsimon3	 Name: ÙAKrnh3q	 Level: 80	 IP Address: 115.78.195.38 : 49434
5:34	Account: qwqwqw2	 Name: §©mÙDaÙLµÙG×	 Level: 82	 IP Address: 171.252.21.117 : 63213
5:35	Account: asdzxcdsa1	 Name: LinhÙNhi	 Level: 82	 IP Address: 171.252.21.117 : 63219
5:38	Account: tumap3000	 Name: Liutasso	 Level: 80	 IP Address: 115.78.195.38 : 49449
5:40	Account: qwqwqw	 Name: Tr¶ÙGãpÙ9x	 Level: 81	 IP Address: 171.252.21.117 : 63327
5:41	Account: qwqwqw1	 Name: CLGTÙmÑ	 Level: 82	 IP Address: 171.252.21.117 : 63338
5:42	Account: qwqwqw2	 Name: §©mÙDaÙLµÙG×	 Level: 82	 IP Address: 171.252.21.117 : 63347
5:43	Account: asdzxcdsa1	 Name: LinhÙNhi	 Level: 82	 IP Address: 171.252.21.117 : 63358
5:45	Account: asdzxcdsa	 Name: ThÈmÙV¹nÙTamÙ	 Level: 85	 IP Address: 171.252.21.117 : 63447
5:49	Account: qwqwqw3	 Name: TinhNhatPhai	 Level: 81	 IP Address: 171.252.21.117 : 63489
5:58	Account: thangvl1	 Name: DocDoc1	 Level: 1	 IP Address: 183.81.86.145 : 27520
6:4	Account: minsimon	 Name: ÙKiruya	 Level: 80	 IP Address: 115.78.195.38 : 49677
6:9	Account: hieuham1997	 Name: QuanÙV©nÙTr­êng	 Level: 85	 IP Address: 171.245.86.191 : 22179
6:11	Account: hieuham1997	 Name: QuanÙV©nÙTr­êng	 Level: 85	 IP Address: 171.245.86.191 : 22183
6:14	Account: luukt51	 Name: NgoaLongTN	 Level: 85	 IP Address: 115.75.51.168 : 49813
6:14	Account: luukt52	 Name: NgoalongTN	 Level: 86	 IP Address: 115.75.51.168 : 49825
6:16	Account: luukt53	 Name: NgoalongVD	 Level: 104	 IP Address: 115.75.51.168 : 49850
6:17	Account: luukt54	 Name: NgoalongNM	 Level: 87	 IP Address: 115.75.51.168 : 49871
6:17	Account: luukt55	 Name: NgoalongCB	 Level: 87	 IP Address: 115.75.51.168 : 49882
6:18	Account: luukt56	 Name: NgoalongND	 Level: 91	 IP Address: 115.75.51.168 : 49894
6:20	Account: luukt54	 Name: NgoalongNM	 Level: 87	 IP Address: 115.75.51.168 : 49937
6:21	Account: luukt54	 Name: NgoalongNM	 Level: 87	 IP Address: 115.75.51.168 : 49949
6:27	Account: ngocminhthu6	 Name: GIETÙMAY	 Level: 80	 IP Address: 123.28.236.107 : 49721
6:29	Account: nam92hd5	 Name: CuÙChäcÙNg­îc	 Level: 86	 IP Address: 117.1.61.19 : 7759
6:30	Account: nam92hd4	 Name: HoaÙR¬iÙCöaÙPhËt	 Level: 86	 IP Address: 117.1.61.19 : 1040
6:31	Account: nam92hd3	 Name: ThiªnÙ§ÞaÙV«ÙCùc	 Level: 87	 IP Address: 117.1.61.19 : 7761
6:31	Account: nam92hd2	 Name: PhongÙThÇn	 Level: 86	 IP Address: 117.1.61.19 : 1060
6:32	Account: nam92hd1	 Name: ThÇnÙT¨ng	 Level: 86	 IP Address: 117.1.61.19 : 7765
6:33	Account: nam92hd	 Name: HáaThÇnÙV«Song	 Level: 88	 IP Address: 117.1.61.19 : 1066
6:41	Account: minsimon	 Name: RIsePOO	 Level: 1	 IP Address: 115.78.195.38 : 49726
6:46	Account: hieuham1996	 Name: TriÖuÙTöÙLong	 Level: 90	 IP Address: 171.245.86.191 : 49162
6:47	Account: hieuham1998	 Name: HoaR¬iÙCöaPhËt	 Level: 86	 IP Address: 171.245.86.191 : 49164
6:47	Account: hieuham1999	 Name: Tr­¬ngÙTamÙPhong	 Level: 86	 IP Address: 171.245.86.191 : 49166
6:48	Account: hieuham1995	 Name: C«ÙC«ÙSyÙT×nh	 Level: 86	 IP Address: 171.245.86.191 : 49170
6:48	Account: hieuham1997	 Name: QuanÙV©nÙTr­êng	 Level: 85	 IP Address: 171.245.86.191 : 49172
6:49	Account: hieuham1994	 Name: §écC«ÙCÇuB¹i	 Level: 81	 IP Address: 171.245.86.191 : 22219
7:2	Account: ngocminhthu	 Name: GinÙKim	 Level: 87	 IP Address: 123.28.236.107 : 49262
7:2	Account: thoakhungz1	 Name: §ÇuÙTräcÙ9ÙChÊm	 Level: 95	 IP Address: 116.99.167.107 : 49288
7:2	Account: ngocminhthu1	 Name: GinÙThuû	 Level: 89	 IP Address: 123.28.236.107 : 49265
7:3	Account: ngocminhthu2	 Name: GinÙMéc	 Level: 88	 IP Address: 123.28.236.107 : 49269
7:3	Account: ngocminhthu3	 Name: GinÙHo¶	 Level: 90	 IP Address: 123.28.236.107 : 49271
7:3	Account: ngocminhthu4	 Name: GinÙThæ	 Level: 89	 IP Address: 123.28.236.107 : 49273
7:4	Account: ngocminhthu6	 Name: GIETÙMAY	 Level: 80	 IP Address: 123.28.236.107 : 49276
7:4	Account: bunia90	 Name: 5DocNhop	 Level: 82	 IP Address: 117.3.46.224 : 6166
7:6	Account: thoakhungz1	 Name: §ÇuÙTräcÙ9ÙChÊm	 Level: 95	 IP Address: 116.99.167.107 : 49299
7:6	Account: thoakhungz2	 Name: ThÝchÙ¡nÙ§¹pÙKo	 Level: 94	 IP Address: 116.99.167.107 : 49305
7:6	Account: thoakhungz5	 Name: §õngÙChäcÙTao	 Level: 96	 IP Address: 116.99.167.107 : 49307
7:9	Account: thoakhungz6	 Name: CùcÙKúÙBèÙL¸o	 Level: 94	 IP Address: 116.99.167.107 : 49315
7:11	Account: anhyeuem	 Name: NHulon	 Level: 80	 IP Address: 113.175.29.73 : 1440
7:12	Account: thoakhungs2	 Name: FZ1200	 Level: 80	 IP Address: 116.99.167.107 : 49321
7:13	Account: thoakhungs1	 Name: Boss01	 Level: 80	 IP Address: 116.99.167.107 : 49323
7:13	Account: thoakhungs1	 Name: Boss03	 Level: 80	 IP Address: 116.99.167.107 : 49325
7:13	Account: thoakhungs1	 Name: Boss02	 Level: 80	 IP Address: 116.99.167.107 : 49327
7:13	Account: thoakhungs1	 Name: Boss01	 Level: 80	 IP Address: 116.99.167.107 : 49329
7:15	Account: thoakhungz3	 Name: HoaÙR¬iÙCængÙChî	 Level: 95	 IP Address: 116.99.167.107 : 49332
7:15	Account: thoakhungz4	 Name: ThöÙ§ôngÙTaoÙ§i	 Level: 96	 IP Address: 116.99.167.107 : 49334
7:25	Account: thoakhungs2	 Name: FZ1200	 Level: 80	 IP Address: 116.99.167.107 : 49348
7:27	Account: keoxe01	 Name: D©nÙ¡nÙC­ípÙ01	 Level: 80	 IP Address: 42.115.143.113 : 27599
7:28	Account: thoakhungz3	 Name: HoaÙR¬iÙCængÙChî	 Level: 96	 IP Address: 116.99.167.107 : 49357
7:28	Account: minsimon	 Name: RIsePOO	 Level: 80	 IP Address: 115.78.195.38 : 49788
7:29	Account: keoxe02	 Name: D©nÙ¡nÙC­ípÙ02	 Level: 80	 IP Address: 42.115.143.113 : 13962
7:29	Account: keoxe03	 Name: D©nÙ¡nÙC­ípÙ03	 Level: 80	 IP Address: 42.115.143.113 : 49488
7:30	Account: keoxe04	 Name: D©nÙ¡nÙC­ípÙ04Ù	 Level: 80	 IP Address: 42.115.143.113 : 27357
7:32	Account: samsimon1	 Name: RuisÙIrus	 Level: 80	 IP Address: 115.78.195.38 : 49229
7:32	Account: bihulk001	 Name: D©nÙ¡nÙC­ípÙ06	 Level: 80	 IP Address: 42.115.143.113 : 57315
7:33	Account: minsimon1	 Name: ÙJunÙKiri	 Level: 101	 IP Address: 115.78.195.38 : 49235
7:33	Account: samsimon1	 Name: ÙRitaÙOri	 Level: 107	 IP Address: 115.78.195.38 : 49243
7:34	Account: samsimon3	 Name: ÙSamÙYuta	 Level: 80	 IP Address: 115.78.195.38 : 49246
7:35	Account: samsimon3	 Name: ZudoSIr	 Level: 80	 IP Address: 115.78.195.38 : 49250
7:36	Account: samsimon2	 Name: ÙYuÙJira	 Level: 80	 IP Address: 115.78.195.38 : 49255
7:36	Account: minsimon	 Name: ÙKiruya	 Level: 80	 IP Address: 115.78.195.38 : 49258
7:37	Account: minsimon	 Name: RIsePOO	 Level: 80	 IP Address: 115.78.195.38 : 49264
7:38	Account: nonhandovip	 Name: LayÙPhoi	 Level: 80	 IP Address: 1.52.253.89 : 51260
7:39	Account: minsimon1	 Name: Licusitr	 Level: 80	 IP Address: 115.78.195.38 : 49275
7:39	Account: nonhangiudo	 Name: NgocBoiDayChuyen	 Level: 1	 IP Address: 1.52.253.89 : 51262
7:40	Account: minsimon	 Name: RIsePOO	 Level: 80	 IP Address: 115.78.195.38 : 49279
7:40	Account: minsimon	 Name: ÙKiruya	 Level: 80	 IP Address: 115.78.195.38 : 49281
7:41	Account: samsimon1	 Name: RuisÙIrus	 Level: 80	 IP Address: 115.78.195.38 : 49296
7:41	Account: samsimon1	 Name: ÙRitaÙOri	 Level: 107	 IP Address: 115.78.195.38 : 49298
7:41	Account: samsimon	 Name: ÙMiaÙPu	 Level: 80	 IP Address: 115.78.195.38 : 49309
7:41	Account: samsimon2	 Name: Menuis	 Level: 80	 IP Address: 115.78.195.38 : 49313
7:42	Account: samsimon2	 Name: ÙRituÙJie	 Level: 83	 IP Address: 115.78.195.38 : 49315
7:42	Account: samsimon2	 Name: ÙYuÙJira	 Level: 80	 IP Address: 115.78.195.38 : 49317
7:42	Account: samsimon3	 Name: ZudoSIr	 Level: 80	 IP Address: 115.78.195.38 : 49319
7:42	Account: anlonnhe	 Name: Kvedoc	 Level: 81	 IP Address: 113.175.29.73 : 1549
7:44	Account: nonhangiudo	 Name: NgocBoiDayChuyen	 Level: 80	 IP Address: 1.52.253.89 : 51265
7:44	Account: bihulk01	 Name: Ng¹oÙLµÙGiÕt	 Level: 99	 IP Address: 42.115.143.113 : 27346
7:44	Account: nonhangiudo	 Name: NgocBoiDayChuyen	 Level: 80	 IP Address: 1.52.253.89 : 51281
