09:15:03	 Account: minhngo7989	Name: MrMinh	 DelItem: Tóc S­¬ng
14:14:52	 Account: keoxe02	Name: 74LaAnh	 DelItem: Kim Phong HËu NghÖ dÉn cung
14:14:52	 Account: keoxe02	Name: 74LaAnh	 DelItem: Kim Phong §o¹t Hån Ngäc ®¸i
14:14:52	 Account: keoxe02	Name: 74LaAnh	 DelItem: Kim Phong §ång T­íc Xu©n Th©m
14:23:32	 Account: kimmalenhhai1	Name: MÊtTrinhRåi	 DelItem: Tóc S­¬ng
14:23:32	 Account: kimmalenhhai1	Name: MÊtTrinhRåi	 DelItem: Kim Phong Kú L©n HuyÕt
14:23:32	 Account: kimmalenhhai1	Name: MÊtTrinhRåi	 DelItem: Kim Phong Lan §×nh Ngäc
14:23:32	 Account: kimmalenhhai1	Name: MÊtTrinhRåi	 DelItem: Kim Phong C«ng CÈn Tam Th¸n
14:23:32	 Account: kimmalenhhai1	Name: MÊtTrinhRåi	 DelItem: Kim Phong HËu NghÖ dÉn cung
14:23:32	 Account: kimmalenhhai1	Name: MÊtTrinhRåi	 DelItem: Kim Phong §o¹t Hån Ngäc ®¸i
14:23:32	 Account: kimmalenhhai1	Name: MÊtTrinhRåi	 DelItem: Kim Phong §ång T­íc Xu©n Th©m
14:23:32	 Account: kimmalenhhai1	Name: MÊtTrinhRåi	 DelItem:  §å phæ Hoµng Kim - An Bang Kª HuyÕt Th¹ch Giíi ChØ 
14:27:05	 Account: kimmalenhhai1	Name: MÊtTrinhRåi	 DelItem: Tiªn Th¶o Lé 
14:27:05	 Account: kimmalenhhai1	Name: MÊtTrinhRåi	 DelItem: Tiªn Th¶o Lé 
14:27:05	 Account: kimmalenhhai1	Name: MÊtTrinhRåi	 DelItem: Tiªn Th¶o Lé 
14:27:05	 Account: kimmalenhhai1	Name: MÊtTrinhRåi	 DelItem: Tiªn Th¶o Lé 
14:27:05	 Account: kimmalenhhai1	Name: MÊtTrinhRåi	 DelItem: Kim Phong Thanh D­¬ng Kh«i
14:27:05	 Account: kimmalenhhai1	Name: MÊtTrinhRåi	 DelItem: Hoa hång
14:27:05	 Account: kimmalenhhai1	Name: MÊtTrinhRåi	 DelItem: D©y Thõng
14:27:05	 Account: kimmalenhhai1	Name: MÊtTrinhRåi	 DelItem: Hoa Quèc Kh¸nh
14:27:05	 Account: kimmalenhhai1	Name: MÊtTrinhRåi	 DelItem: D©y Buéc Hoa
14:27:05	 Account: kimmalenhhai1	Name: MÊtTrinhRåi	 DelItem:  §å phæ Hoµng Kim - An Bang §iÒn Hoµng Th¹ch Ngäc Béi
14:34:30	 Account: kimmalenhhai1	Name: MÊtTrinhRåi	 DelItem: Kim Phong Thiªn Lý Th¶o Th­îng Phi
14:41:57	 Account: thaocanh115	Name: EmÙLµÙConÙG¸i	 DelItem: Tóc S­¬ng
14:59:15	 Account: kimmalenhhai1	Name: MÊtTrinhRåi	 DelItem: Cöu TiÕt X­¬ng VÜ Ngoa
14:59:15	 Account: kimmalenhhai1	Name: MÊtTrinhRåi	 DelItem: Cöu TiÕt X­¬ng VÜ Ngoa
14:59:15	 Account: kimmalenhhai1	Name: MÊtTrinhRåi	 DelItem: Cöu TiÕt X­¬ng VÜ Ngoa
14:59:15	 Account: kimmalenhhai1	Name: MÊtTrinhRåi	 DelItem: Cöu TiÕt X­¬ng VÜ Ngoa
15:00:19	 Account: kimmalenhhai1	Name: MÊtTrinhRåi	 DelItem: Kim Lò hµi
15:00:19	 Account: kimmalenhhai1	Name: MÊtTrinhRåi	 DelItem: Kim Lò hµi
15:00:19	 Account: kimmalenhhai1	Name: MÊtTrinhRåi	 DelItem: Kim Lò hµi
15:00:19	 Account: kimmalenhhai1	Name: MÊtTrinhRåi	 DelItem: Kim Lò hµi
15:06:41	 Account: pmp111	Name: TrÇnThanhThanh	 DelItem: Kim Phong §ång T­íc Xu©n Th©m
15:06:41	 Account: pmp111	Name: TrÇnThanhThanh	 DelItem: Kim Phong §o¹t Hån Ngäc ®¸i
15:06:41	 Account: pmp111	Name: TrÇnThanhThanh	 DelItem: Kim Phong HËu NghÖ dÉn cung
15:06:41	 Account: pmp111	Name: TrÇnThanhThanh	 DelItem: Kim Phong Lan §×nh Ngäc
15:06:41	 Account: pmp111	Name: TrÇnThanhThanh	 DelItem: Kim Phong Kú L©n HuyÕt
15:06:49	 Account: giongtre01	Name: L©mÙKa	 DelItem: Kim Phong §ång T­íc Xu©n Th©m
15:06:49	 Account: giongtre01	Name: L©mÙKa	 DelItem: Kim Phong C«ng CÈn Tam Th¸n
15:06:49	 Account: giongtre01	Name: L©mÙKa	 DelItem: Kim Phong Lan §×nh Ngäc
15:06:49	 Account: giongtre01	Name: L©mÙKa	 DelItem: Kim Phong Thanh D­¬ng Kh«i
15:06:49	 Account: giongtre01	Name: L©mÙKa	 DelItem: Tiªn Th¶o Lé 
15:06:49	 Account: giongtre01	Name: L©mÙKa	 DelItem: Tiªn Th¶o Lé 
15:06:49	 Account: giongtre01	Name: L©mÙKa	 DelItem: Tiªn Th¶o Lé 
15:06:49	 Account: giongtre01	Name: L©mÙKa	 DelItem: Tiªn Th¶o Lé 
15:06:49	 Account: giongtre01	Name: L©mÙKa	 DelItem: Tiªn Th¶o Lé 
15:06:49	 Account: giongtre01	Name: L©mÙKa	 DelItem: Tiªn Th¶o Lé 
15:06:49	 Account: giongtre01	Name: L©mÙKa	 DelItem: Tiªn Th¶o Lé 
15:06:49	 Account: giongtre01	Name: L©mÙKa	 DelItem: Tiªn Th¶o Lé 
15:07:48	 Account: giongtre01	Name: L©mÙKa	 DelItem: Kim Phong §o¹t Hån Ngäc ®¸i
15:07:48	 Account: giongtre01	Name: L©mÙKa	 DelItem: Kim Phong HËu NghÖ dÉn cung
15:07:48	 Account: giongtre01	Name: L©mÙKa	 DelItem: Kim Phong Kú L©n HuyÕt
15:07:48	 Account: giongtre01	Name: L©mÙKa	 DelItem: Kim Phong Tr¹c Liªn Quang
15:07:48	 Account: giongtre01	Name: L©mÙKa	 DelItem: Kim Phong Thiªn Lý Th¶o Th­îng Phi
15:14:35	 Account: khangbiker2018	Name: CuÙChÜÙNg­îc	 DelItem: Kim Phong §ång T­íc Xu©n Th©m
15:14:35	 Account: khangbiker2018	Name: CuÙChÜÙNg­îc	 DelItem: Kim Phong §o¹t Hån Ngäc ®¸i
15:14:35	 Account: khangbiker2018	Name: CuÙChÜÙNg­îc	 DelItem: Kim Phong HËu NghÖ dÉn cung
15:14:35	 Account: khangbiker2018	Name: CuÙChÜÙNg­îc	 DelItem: Kim Phong C«ng CÈn Tam Th¸n
15:14:35	 Account: khangbiker2018	Name: CuÙChÜÙNg­îc	 DelItem: Kim Phong Lan §×nh Ngäc
15:14:35	 Account: khangbiker2018	Name: CuÙChÜÙNg­îc	 DelItem: Kim Phong Thanh D­¬ng Kh«i
15:14:35	 Account: khangbiker2018	Name: CuÙChÜÙNg­îc	 DelItem: Kim Phong Kú L©n HuyÕt
15:14:35	 Account: khangbiker2018	Name: CuÙChÜÙNg­îc	 DelItem: Kim Phong Tr¹c Liªn Quang
15:14:35	 Account: khangbiker2018	Name: CuÙChÜÙNg­îc	 DelItem: Kim Phong Thiªn Lý Th¶o Th­îng Phi
15:14:50	 Account: giongtre01	Name: L©mÙKa	 DelItem: Tóc S­¬ng
15:15:30	 Account: giongtre01	Name: L©mÙKa	 DelItem: Méng Long §¹t Ma T¨ng hµi
15:33:36	 Account: giongtre02	Name: ThamÙQuan	 DelItem: Tiªn Th¶o Lé 
15:33:36	 Account: giongtre02	Name: ThamÙQuan	 DelItem: Tiªn Th¶o Lé 
15:33:36	 Account: giongtre02	Name: ThamÙQuan	 DelItem: Tiªn Th¶o Lé 
15:33:36	 Account: giongtre02	Name: ThamÙQuan	 DelItem: Tiªn Th¶o Lé 
15:33:36	 Account: giongtre02	Name: ThamÙQuan	 DelItem: Tiªn Th¶o Lé 
15:33:36	 Account: giongtre02	Name: ThamÙQuan	 DelItem: Tiªn Th¶o Lé 
15:33:36	 Account: giongtre02	Name: ThamÙQuan	 DelItem: Tiªn Th¶o Lé 
15:33:36	 Account: giongtre02	Name: ThamÙQuan	 DelItem: Tiªn Th¶o Lé 
15:33:36	 Account: giongtre02	Name: ThamÙQuan	 DelItem: Tiªn Th¶o Lé 
15:33:36	 Account: giongtre02	Name: ThamÙQuan	 DelItem: Tiªn Th¶o Lé 
15:33:36	 Account: giongtre02	Name: ThamÙQuan	 DelItem: Tiªn Th¶o Lé 
15:33:36	 Account: giongtre02	Name: ThamÙQuan	 DelItem: Tiªn Th¶o Lé 
15:33:36	 Account: giongtre02	Name: ThamÙQuan	 DelItem: Tiªn Th¶o Lé 
15:33:36	 Account: giongtre02	Name: ThamÙQuan	 DelItem: Tiªn Th¶o Lé 
15:33:36	 Account: giongtre02	Name: ThamÙQuan	 DelItem: Tiªn Th¶o Lé 
15:33:36	 Account: giongtre02	Name: ThamÙQuan	 DelItem: Tiªn Th¶o Lé 
15:33:36	 Account: giongtre02	Name: ThamÙQuan	 DelItem: Tiªn Th¶o Lé 
15:34:12	 Account: giongtre02	Name: ThamÙQuan	 DelItem: Tóc S­¬ng
15:34:12	 Account: giongtre02	Name: ThamÙQuan	 DelItem: Kim Phong Thiªn Lý Th¶o Th­îng Phi
15:34:12	 Account: giongtre02	Name: ThamÙQuan	 DelItem: Kim Phong Thanh D­¬ng Kh«i
15:34:12	 Account: giongtre02	Name: ThamÙQuan	 DelItem: Kim Phong §o¹t Hån Ngäc ®¸i
15:34:12	 Account: giongtre02	Name: ThamÙQuan	 DelItem: Kim Phong Tr¹c Liªn Quang
15:34:23	 Account: giongtre02	Name: ThamÙQuan	 DelItem: Kim Phong Kú L©n HuyÕt
15:34:23	 Account: giongtre02	Name: ThamÙQuan	 DelItem: Kim Phong Lan §×nh Ngäc
15:34:23	 Account: giongtre02	Name: ThamÙQuan	 DelItem: Kim Phong C«ng CÈn Tam Th¸n
15:34:23	 Account: giongtre02	Name: ThamÙQuan	 DelItem: Kim Phong HËu NghÖ dÉn cung
15:34:23	 Account: giongtre02	Name: ThamÙQuan	 DelItem: Kim Phong §ång T­íc Xu©n Th©m
16:04:30	 Account: keoxe02	Name: ÙÙÙCh¬iÙÙÙ	 DelItem: Kim Phong Thiªn Lý Th¶o Th­îng Phi
16:04:30	 Account: keoxe02	Name: ÙÙÙCh¬iÙÙÙ	 DelItem: Kim Phong Kú L©n HuyÕt
16:04:30	 Account: keoxe02	Name: ÙÙÙCh¬iÙÙÙ	 DelItem: Kim Phong Thanh D­¬ng Kh«i
16:04:30	 Account: keoxe02	Name: ÙÙÙCh¬iÙÙÙ	 DelItem: Kim Phong HËu NghÖ dÉn cung
16:04:30	 Account: keoxe02	Name: ÙÙÙCh¬iÙÙÙ	 DelItem: Kim Phong §o¹t Hån Ngäc ®¸i
16:06:34	 Account: keoxe02	Name: ÙÙÙCh¬iÙÙÙ	 DelItem: Chó Ph­îc U ¶o ChØ Hoµn
16:06:34	 Account: keoxe02	Name: ÙÙÙCh¬iÙÙÙ	 DelItem: Kim Phong Tr¹c Liªn Quang
16:06:34	 Account: keoxe02	Name: ÙÙÙCh¬iÙÙÙ	 DelItem: Kim Phong Lan §×nh Ngäc
16:06:34	 Account: keoxe02	Name: ÙÙÙCh¬iÙÙÙ	 DelItem: Kim Phong §ång T­íc Xu©n Th©m
16:12:53	 Account: longyen010	Name: MrÙLong	 DelItem: Kim Phong Thiªn Lý Th¶o Th­îng Phi
16:13:03	 Account: longyen010	Name: MrÙLong	 DelItem: Kim Phong HËu NghÖ dÉn cung
16:13:11	 Account: longyen010	Name: MrÙLong	 DelItem: Kim Phong §o¹t Hån Ngäc ®¸i
16:13:20	 Account: longyen010	Name: MrÙLong	 DelItem: Kim Phong Tr¹c Liªn Quang
16:13:28	 Account: longyen010	Name: MrÙLong	 DelItem: Kim Phong §ång T­íc Xu©n Th©m
16:16:00	 Account: building1987	Name: TiÒnÙV«ÙNghÜa	 DelItem: Phï Dung Nguyªn Th¹ch 
16:16:00	 Account: building1987	Name: TiÒnÙV«ÙNghÜa	 DelItem: B¨ng Phßng hoµn
16:16:00	 Account: building1987	Name: TiÒnÙV«ÙNghÜa	 DelItem: TÝn Sø Kim yªu bµi
16:16:00	 Account: building1987	Name: TiÒnÙV«ÙNghÜa	 DelItem: Tèng Kim Phi Tèc hoµn
16:16:00	 Account: building1987	Name: TiÒnÙV«ÙNghÜa	 DelItem: Tiªn Th¶o Lé 
16:16:00	 Account: building1987	Name: TiÒnÙV«ÙNghÜa	 DelItem: LÖnh Bµi Thñy TÆc
16:16:00	 Account: building1987	Name: TiÒnÙV«ÙNghÜa	 DelItem: Tinh Hång B¶o Th¹ch
16:19:26	 Account: longyen014	Name: ÙTiÓuÙYÕn	 DelItem: Kim Phong Thanh D­¬ng Kh«i
16:19:36	 Account: longyen014	Name: ÙTiÓuÙYÕn	 DelItem: Kim Phong Kú L©n HuyÕt
16:19:38	 Account: building1987	Name: TiÒnÙV«ÙNghÜa	 DelItem: ThÊt B¶o Cµ Sa
16:19:44	 Account: longyen014	Name: ÙTiÓuÙYÕn	 DelItem: Kim Phong Thiªn Lý Th¶o Th­îng Phi
16:19:51	 Account: longyen014	Name: ÙTiÓuÙYÕn	 DelItem: Kim Phong §o¹t Hån Ngäc ®¸i
16:19:59	 Account: longyen014	Name: ÙTiÓuÙYÕn	 DelItem: Kim Phong Lan §×nh Ngäc
16:20:07	 Account: longyen014	Name: ÙTiÓuÙYÕn	 DelItem: Kim Phong §ång T­íc Xu©n Th©m
16:20:16	 Account: longyen014	Name: ÙTiÓuÙYÕn	 DelItem: Lam B¶o Th¹ch Giíi ChØ
16:20:49	 Account: longyen011	Name: MrÙÙLong	 DelItem: Kim Phong Lan §×nh Ngäc
16:36:54	 Account: longyen012	Name: TiÓuÙLong	 DelItem: Kim Phong Kú L©n HuyÕt
16:37:01	 Account: longyen012	Name: TiÓuÙLong	 DelItem: Kim Phong §o¹t Hån Ngäc ®¸i
16:37:09	 Account: longyen012	Name: TiÓuÙLong	 DelItem: Kim Phong Thiªn Lý Th¶o Th­îng Phi
16:37:15	 Account: longyen012	Name: TiÓuÙLong	 DelItem: Kim Phong HËu NghÖ dÉn cung
16:37:22	 Account: longyen012	Name: TiÓuÙLong	 DelItem: Kim Phong §ång T­íc Xu©n Th©m
16:37:56	 Account: longyen012	Name: TiÓuÙLong	 DelItem: Tóc S­¬ng
16:39:37	 Account: keoxe04	Name: CBCaiBang	 DelItem: Kim Phong §ång T­íc Xu©n Th©m
16:39:37	 Account: keoxe04	Name: CBCaiBang	 DelItem: Kim Phong §o¹t Hån Ngäc ®¸i
16:39:37	 Account: keoxe04	Name: CBCaiBang	 DelItem: Kim Phong HËu NghÖ dÉn cung
16:39:37	 Account: keoxe04	Name: CBCaiBang	 DelItem: Kim Phong C«ng CÈn Tam Th¸n
16:39:37	 Account: keoxe04	Name: CBCaiBang	 DelItem: Kim Phong Lan §×nh Ngäc
16:39:37	 Account: keoxe04	Name: CBCaiBang	 DelItem: Kim Phong Thanh D­¬ng Kh«i
16:39:37	 Account: keoxe04	Name: CBCaiBang	 DelItem: Kim Phong Kú L©n HuyÕt
16:40:04	 Account: longyen012	Name: TiÓuÙLong	 DelItem: Chó Ph­îc B¨ng Háa Thùc Cèt Ngoa
16:40:15	 Account: longyen012	Name: TiÓuÙLong	 DelItem: Kim Phong Lan §×nh Ngäc
16:40:23	 Account: longyen012	Name: TiÓuÙLong	 DelItem: Kim Phong Thanh D­¬ng Kh«i
16:40:31	 Account: longyen012	Name: TiÓuÙLong	 DelItem: Kim Phong C«ng CÈn Tam Th¸n
16:40:37	 Account: longyen012	Name: TiÓuÙLong	 DelItem: Kim Phong Tr¹c Liªn Quang
16:41:12	 Account: thoakhungz7	Name: ThöÙ§ôngÙTaoÙXem	 DelItem: Tiªn Th¶o Lé 
16:41:43	 Account: keoxe04	Name: CBCaiBang	 DelItem: Kim Phong Tr¹c Liªn Quang
16:41:43	 Account: keoxe04	Name: CBCaiBang	 DelItem: Kim Phong Thiªn Lý Th¶o Th­îng Phi
16:43:19	 Account: thoakhungz7	Name: ThöÙ§ôngÙTaoÙXem	 DelItem: Kim Phong Lan §×nh Ngäc
16:43:19	 Account: thoakhungz7	Name: ThöÙ§ôngÙTaoÙXem	 DelItem: Kim Phong §o¹t Hån Ngäc ®¸i
16:44:56	 Account: thoakhungz7	Name: ThöÙ§ôngÙTaoÙXem	 DelItem: Kim Phong Kú L©n HuyÕt
16:44:56	 Account: thoakhungz7	Name: ThöÙ§ôngÙTaoÙXem	 DelItem: Kim Phong HËu NghÖ dÉn cung
16:46:00	 Account: thoakhungz7	Name: ThöÙ§ôngÙTaoÙXem	 DelItem: Kim Phong Thiªn Lý Th¶o Th­îng Phi
16:46:00	 Account: thoakhungz7	Name: ThöÙ§ôngÙTaoÙXem	 DelItem: Kim Phong Thanh D­¬ng Kh«i
16:46:00	 Account: thoakhungz7	Name: ThöÙ§ôngÙTaoÙXem	 DelItem: Kim Phong C«ng CÈn Tam Th¸n
16:46:00	 Account: thoakhungz7	Name: ThöÙ§ôngÙTaoÙXem	 DelItem: Kim Phong §ång T­íc Xu©n Th©m
16:46:00	 Account: thoakhungz7	Name: ThöÙ§ôngÙTaoÙXem	 DelItem: Kim Phong Tr¹c Liªn Quang
16:47:15	 Account: longyen013	Name: ÙTiÓuÙB¶o	 DelItem: Kim Phong Thiªn Lý Th¶o Th­îng Phi
16:47:22	 Account: longyen013	Name: ÙTiÓuÙB¶o	 DelItem: Kim Phong Kú L©n HuyÕt
16:47:31	 Account: longyen013	Name: ÙTiÓuÙB¶o	 DelItem: Kim Phong HËu NghÖ dÉn cung
16:47:38	 Account: longyen013	Name: ÙTiÓuÙB¶o	 DelItem: Kim Phong §o¹t Hån Ngäc ®¸i
16:47:45	 Account: longyen013	Name: ÙTiÓuÙB¶o	 DelItem: Kim Phong §ång T­íc Xu©n Th©m
16:48:32	 Account: longyen013	Name: ÙTiÓuÙB¶o	 DelItem: Kim Phong Thanh D­¬ng Kh«i
16:48:42	 Account: longyen013	Name: ÙTiÓuÙB¶o	 DelItem: Kim Phong Lan §×nh Ngäc
16:49:50	 Account: longyen013	Name: ÙTiÓuÙB¶o	 DelItem: Kim Phong C«ng CÈn Tam Th¸n
16:54:03	 Account: thoakhungz7	Name: ThöÙ§ôngÙTaoÙXem	 DelItem: Tóc S­¬ng
17:10:51	 Account: khang1	Name: CuÙChØÙNg­îc	 DelItem: Kim Phong §ång T­íc Xu©n Th©m
17:10:51	 Account: khang1	Name: CuÙChØÙNg­îc	 DelItem: Kim Phong §o¹t Hån Ngäc ®¸i
17:10:51	 Account: khang1	Name: CuÙChØÙNg­îc	 DelItem: Kim Phong HËu NghÖ dÉn cung
17:10:51	 Account: khang1	Name: CuÙChØÙNg­îc	 DelItem: Kim Phong C«ng CÈn Tam Th¸n
17:10:51	 Account: khang1	Name: CuÙChØÙNg­îc	 DelItem: Kim Phong Lan §×nh Ngäc
17:10:51	 Account: khang1	Name: CuÙChØÙNg­îc	 DelItem: Kim Phong Thanh D­¬ng Kh«i
17:10:51	 Account: khang1	Name: CuÙChØÙNg­îc	 DelItem: Kim Phong Kú L©n HuyÕt
17:10:51	 Account: khang1	Name: CuÙChØÙNg­îc	 DelItem: Kim Phong Tr¹c Liªn Quang
17:10:51	 Account: khang1	Name: CuÙChØÙNg­îc	 DelItem: Kim Phong Thiªn Lý Th¶o Th­îng Phi
17:49:42	 Account: huy1712	Name: ¡nÙMµyÙV­¬ngÙGia	 DelItem: Kim Phong §ång T­íc Xu©n Th©m
17:49:42	 Account: huy1712	Name: ¡nÙMµyÙV­¬ngÙGia	 DelItem: Kim Phong §o¹t Hån Ngäc ®¸i
17:49:42	 Account: huy1712	Name: ¡nÙMµyÙV­¬ngÙGia	 DelItem: Kim Phong Lan §×nh Ngäc
17:53:58	 Account: huy1712	Name: ¡nÙMµyÙV­¬ngÙGia	 DelItem: Tiªn Th¶o Lé 
18:22:09	 Account: qwqwqw1	Name: TinhNhatPhai	 DelItem: Kim Phong C«ng CÈn Tam Th¸n
18:27:17	 Account: sangtpbrvt1	Name: SangTp1	 DelItem: Kim Phong Thiªn Lý Th¶o Th­îng Phi
18:27:17	 Account: sangtpbrvt1	Name: SangTp1	 DelItem: Kim Phong Tr¹c Liªn Quang
18:27:17	 Account: sangtpbrvt1	Name: SangTp1	 DelItem: Kim Phong Kú L©n HuyÕt
18:27:17	 Account: sangtpbrvt1	Name: SangTp1	 DelItem: Kim Phong Thanh D­¬ng Kh«i
18:27:17	 Account: sangtpbrvt1	Name: SangTp1	 DelItem: Kim Phong Lan §×nh Ngäc
18:27:17	 Account: sangtpbrvt1	Name: SangTp1	 DelItem: Kim Phong HËu NghÖ dÉn cung
18:27:29	 Account: sangtpbrvt1	Name: SangTp1	 DelItem: Kim Phong C«ng CÈn Tam Th¸n
18:27:29	 Account: sangtpbrvt1	Name: SangTp1	 DelItem: Kim Phong §o¹t Hån Ngäc ®¸i
18:27:29	 Account: sangtpbrvt1	Name: SangTp1	 DelItem: Kim Phong §ång T­íc Xu©n Th©m
18:34:16	 Account: huy1712	Name: ¡nÙMµyÙV­¬ngÙGia	 DelItem: Kim Phong Kú L©n HuyÕt
18:34:16	 Account: huy1712	Name: ¡nÙMµyÙV­¬ngÙGia	 DelItem: Kim Phong Thanh D­¬ng Kh«i
18:34:16	 Account: huy1712	Name: ¡nÙMµyÙV­¬ngÙGia	 DelItem: Kim Phong HËu NghÖ dÉn cung
19:18:47	 Account: ngocminhthu2	Name: GinÙMéc	 DelItem: Tóc S­¬ng
19:19:33	 Account: ngocminhthu2	Name: GinÙMéc	 DelItem: Kim Phong Thiªn Lý Th¶o Th­îng Phi
19:19:33	 Account: ngocminhthu2	Name: GinÙMéc	 DelItem: Kim Phong Kú L©n HuyÕt
19:19:33	 Account: ngocminhthu2	Name: GinÙMéc	 DelItem: Kim Phong Thanh D­¬ng Kh«i
19:19:33	 Account: ngocminhthu2	Name: GinÙMéc	 DelItem: Kim Phong HËu NghÖ dÉn cung
19:19:33	 Account: ngocminhthu2	Name: GinÙMéc	 DelItem: Kim Phong §o¹t Hån Ngäc ®¸i
19:21:17	 Account: ngocminhthu2	Name: GinÙMéc	 DelItem: Kim Phong Lan §×nh Ngäc
19:21:17	 Account: ngocminhthu2	Name: GinÙMéc	 DelItem: Kim Phong C«ng CÈn Tam Th¸n
19:21:17	 Account: ngocminhthu2	Name: GinÙMéc	 DelItem: Kim Phong §ång T­íc Xu©n Th©m
19:29:47	 Account: ngocminhthu2	Name: GinÙMéc	 DelItem: Kim Phong Tr¹c Liªn Quang
19:32:34	 Account: keoxe04	Name: CBCaiBang	 DelItem: Th«n NhËt Tr·m
19:32:34	 Account: keoxe04	Name: CBCaiBang	 DelItem: Th«n NhËt Tr·m
19:32:34	 Account: keoxe04	Name: CBCaiBang	 DelItem: Th«n NhËt Tr·m
19:38:33	 Account: thaocanh113	Name: ThiªnÙNh·	 DelItem: Kim Phong Kú L©n HuyÕt
19:48:17	 Account: nam92hd	Name: LµmTýLöaKh«ngEm	 DelItem: Ma Hoµng §¨ng §¹p Ngoa
19:48:22	 Account: nam92hd	Name: LµmTýLöaKh«ngEm	 DelItem: Kim Phong HËu NghÖ dÉn cung
19:48:27	 Account: nam92hd	Name: LµmTýLöaKh«ngEm	 DelItem: Kim Phong §o¹t Hån Ngäc ®¸i
19:48:32	 Account: nam92hd	Name: LµmTýLöaKh«ngEm	 DelItem: B¹ch PhØ Thóy Hé Th©n phï 
