0:0	Account: thaocanh117	 Name: UyÓnÙNh·	 Level: 92	 IP Address: 117.4.153.2 : 50125
0:27	Account: dacbn4	 Name: VipÙNgaMy	 Level: 1	 IP Address: 123.18.74.58 : 1578
0:27	Account: kaiba4	 Name: asdacasd	 Level: 81	 IP Address: 171.255.141.107 : 59495
0:28	Account: pmp777	 Name: MoneyBoiz	 Level: 80	 IP Address: 116.103.122.146 : 49988
0:29	Account: thaocanh113	 Name: ThienÙNha	 Level: 81	 IP Address: 117.4.153.2 : 50171
0:29	Account: thaocanh114	 Name: ThiªnÙNh·	 Level: 95	 IP Address: 117.4.153.2 : 50173
0:30	Account: thaocanh115	 Name: C«nÙL«nÙ§aoÙPh¸p	 Level: 82	 IP Address: 117.4.153.2 : 50176
0:30	Account: thaocanh116	 Name: S­ThÇyÙXuèngNói	 Level: 81	 IP Address: 117.4.153.2 : 50178
0:30	Account: thaocanh117	 Name: UyÓnÙNh·	 Level: 94	 IP Address: 117.4.153.2 : 50180
0:30	Account: sarin4	 Name: DocXinh20	 Level: 80	 IP Address: 27.69.147.127 : 52758
0:31	Account: th114	 Name: ¡nÙMµyÙLµÙTao	 Level: 81	 IP Address: 117.4.153.2 : 50183
0:32	Account: pmp999	 Name: MoneyBoiz3	 Level: 1	 IP Address: 116.103.122.146 : 50042
0:34	Account: dacbn5	 Name: VipÙDMÙSo1	 Level: 1	 IP Address: 123.18.74.58 : 1783
0:38	Account: huy1712	 Name: ¡nÙMµyÙV­¬ngÙGia	 Level: 80	 IP Address: 116.108.185.216 : 51090
0:39	Account: dacbn6	 Name: VipÙNMÙSo1	 Level: 1	 IP Address: 123.18.74.58 : 1957
0:43	Account: sarin3	 Name: DocXinh16	 Level: 80	 IP Address: 27.69.147.127 : 52817
0:44	Account: vunguyen1987	 Name: 22222222	 Level: 1	 IP Address: 27.78.207.70 : 49248
0:45	Account: vunguyen1987	 Name: 3333333333	 Level: 1	 IP Address: 27.78.207.70 : 49250
0:46	Account: vunguyen1987	 Name: 444444444	 Level: 1	 IP Address: 27.78.207.70 : 49252
0:48	Account: minhvu25091990	 Name: Kamikaze	 Level: 80	 IP Address: 27.69.147.127 : 52900
0:48	Account: kaiba4	 Name: ÙÙCµnÙÙ	 Level: 80	 IP Address: 171.255.141.107 : 58991
0:56	Account: samsimon3	 Name: ÙSamÙYuta	 Level: 80	 IP Address: 115.78.195.38 : 50946
0:56	Account: kaiba4	 Name: asdacasd	 Level: 81	 IP Address: 171.255.141.107 : 55389
0:56	Account: thienhuong	 Name: TaKuDa	 Level: 1	 IP Address: 115.72.118.24 : 60686
0:57	Account: samsimon	 Name: ÙMiaÙPu	 Level: 80	 IP Address: 115.78.195.38 : 50949
1:0	Account: pmp111	 Name: BéiNhi	 Level: 86	 IP Address: 116.103.122.146 : 52193
1:0	Account: pmp222	 Name: TiÓuNhi	 Level: 84	 IP Address: 116.103.122.146 : 52195
1:1	Account: pmp333	 Name: Háa§¹iCa1	 Level: 84	 IP Address: 116.103.122.146 : 52197
1:1	Account: pmp444	 Name: Háa§¹iCa2	 Level: 84	 IP Address: 116.103.122.146 : 52200
1:2	Account: pmp555	 Name: Háa§¹iCa3	 Level: 84	 IP Address: 116.103.122.146 : 52202
1:3	Account: pmp666	 Name: Háa§¹iCa4	 Level: 84	 IP Address: 116.103.122.146 : 52204
1:11	Account: luukt54	 Name: NgoalongNM	 Level: 83	 IP Address: 115.75.51.168 : 57631
1:11	Account: mapdl4	 Name: §åÙThÇnÙS¸tÙQuû	 Level: 82	 IP Address: 1.52.253.89 : 55859
1:11	Account: thangvl5	 Name: 5TLSuco	 Level: 93	 IP Address: 183.81.86.145 : 50826
1:11	Account: ngocminhthu2	 Name: GinÙMéc	 Level: 83	 IP Address: 123.28.236.107 : 53559
1:11	Account: kingvl1	 Name: HáaLongCaCa	 Level: 82	 IP Address: 58.187.67.213 : 2594
1:11	Account: thoakhungz3	 Name: HoaÙR¬iÙCængÙChî	 Level: 93	 IP Address: 116.99.167.107 : 53088
1:11	Account: dacbn4	 Name: VipÙNgaMy	 Level: 80	 IP Address: 123.18.74.58 : 2983
1:11	Account: tranvinh04	 Name: B­ímÙEmÙCãÙ§éc	 Level: 84	 IP Address: 113.176.244.142 : 52469
1:11	Account: thoakhungz4	 Name: ThöÙ§ôngÙTaoÙ§i	 Level: 93	 IP Address: 116.99.167.107 : 53089
1:11	Account: dxidau	 Name: BuonKhongEm	 Level: 84	 IP Address: 116.99.237.65 : 54565
1:11	Account: thaocanh116	 Name: S­ThÇyÙXuèngNói	 Level: 81	 IP Address: 117.4.153.2 : 50251
1:11	Account: blue02	 Name: NhatVuong	 Level: 81	 IP Address: 14.174.130.14 : 1282
1:11	Account: leducdat3	 Name: HètÙTÊtÙLiÖt	 Level: 83	 IP Address: 42.112.156.9 : 35957
1:11	Account: pmp555	 Name: Háa§¹iCa3	 Level: 84	 IP Address: 116.103.122.146 : 52378
1:11	Account: kingvl5	 Name: HDÙTh¶o	 Level: 81	 IP Address: 58.187.67.213 : 63454
1:11	Account: dacbn1	 Name: MrÙDanChoi	 Level: 80	 IP Address: 123.18.74.58 : 2986
1:11	Account: hieuham1998	 Name: HoaR¬iÙCöaPhËt	 Level: 82	 IP Address: 171.245.86.191 : 21309
1:11	Account: leducdat	 Name: §¹iÙCaÙL·nhÙ§¹o	 Level: 83	 IP Address: 42.112.156.9 : 54415
1:11	Account: pmp666	 Name: Háa§¹iCa4	 Level: 84	 IP Address: 116.103.122.146 : 52379
1:11	Account: nam92hd3	 Name: ThiªnÙ§ŞaÙV«ÙCùc	 Level: 82	 IP Address: 117.1.61.19 : 1714
1:11	Account: sangtpbrvt4	 Name: SangTp444	 Level: 84	 IP Address: 123.28.118.107 : 53525
1:11	Account: leducdat2	 Name: LÖÙTh¾ngÙNam	 Level: 83	 IP Address: 42.112.156.9 : 65533
1:11	Account: bando	 Name: HDÙMÑThiªnH¹	 Level: 81	 IP Address: 58.187.67.213 : 41773
1:11	Account: bihulk04	 Name: Ng¹oÙLµÙBem	 Level: 82	 IP Address: 42.115.143.113 : 18709
1:11	Account: nonhancl	 Name: XİchLuyÖnÙTiªnTö	 Level: 82	 IP Address: 1.52.253.89 : 55862
1:11	Account: luukt51	 Name: NgoaLongTN	 Level: 82	 IP Address: 115.75.51.168 : 57635
1:11	Account: tuanlovekun5	 Name: §­êngÙM«n	 Level: 82	 IP Address: 171.241.216.241 : 65399
1:11	Account: sangtpbrvt2	 Name: SangTp222	 Level: 83	 IP Address: 123.28.118.107 : 53526
1:11	Account: thoakhungz6	 Name: CùcÙKúÙBèÙL¸o	 Level: 93	 IP Address: 116.99.167.107 : 53090
1:11	Account: nam92hd	 Name: HáaThÇnÙV«Song	 Level: 82	 IP Address: 117.1.61.19 : 2657
1:11	Account: sangtpbrvt6	 Name: SangTp666	 Level: 83	 IP Address: 123.28.118.107 : 53527
1:12	Account: ngocminhthu1	 Name: GinÙThuû	 Level: 83	 IP Address: 123.28.236.107 : 53560
1:12	Account: nam92hd2	 Name: PhongÙThÇn	 Level: 82	 IP Address: 117.1.61.19 : 1717
1:12	Account: luukt56	 Name: NgoalongND	 Level: 81	 IP Address: 115.75.51.168 : 57637
1:12	Account: blue01	 Name: SatGai	 Level: 82	 IP Address: 14.174.130.14 : 1301
1:12	Account: hieuadnew	 Name: AdminÙSHXT	 Level: 80	 IP Address: 113.189.51.96 : 50220
1:12	Account: bihulk02	 Name: ThİchÙLµÙGiÕt	 Level: 82	 IP Address: 42.115.143.113 : 18574
1:12	Account: kingvl4	 Name: HDÙbuff	 Level: 81	 IP Address: 58.187.67.213 : 45724
1:12	Account: tranvinh03	 Name: ItsÙMyLife	 Level: 82	 IP Address: 113.176.244.142 : 52470
1:12	Account: thoakhungz2	 Name: ThİchÙ¡nÙ§¹pÙKo	 Level: 92	 IP Address: 116.99.167.107 : 53091
1:12	Account: samsimon1	 Name: ÙRitaÙOri	 Level: 97	 IP Address: 115.78.195.38 : 49273
1:12	Account: nam92hd4	 Name: HoaÙR¬iÙCöaÙPhËt	 Level: 82	 IP Address: 117.1.61.19 : 1718
1:12	Account: bunia90	 Name: 5DocNhop	 Level: 81	 IP Address: 117.3.46.224 : 4900
1:12	Account: bihulk01	 Name: Ng¹oÙLµÙGiÕt	 Level: 94	 IP Address: 42.115.143.113 : 39556
1:12	Account: phamtungdhv3	 Name: ZzNhimXinhzZ	 Level: 84	 IP Address: 42.116.138.135 : 57535
1:12	Account: hieuham1995	 Name: C«ÙC«ÙSyÙT×nh	 Level: 82	 IP Address: 171.245.86.191 : 49358
1:12	Account: usd002	 Name: USD002	 Level: 81	 IP Address: 14.245.58.184 : 4550
1:12	Account: phamtungdhv4	 Name: ZzJindozZ	 Level: 83	 IP Address: 42.116.138.135 : 57536
1:12	Account: tranvinh05	 Name: 75ÙNhíÙMétÙNg­êi	 Level: 84	 IP Address: 113.176.244.142 : 52471
1:12	Account: tranvinh06	 Name: ThiªnÙ§ŞaÙV«ÙCù	 Level: 82	 IP Address: 113.176.244.142 : 52472
1:12	Account: kingvl3	 Name: HDÙNgòÙ§écÙAnhCÈ	 Level: 81	 IP Address: 58.187.67.213 : 44249
1:12	Account: thoakhungz1	 Name: §ÇuÙTräcÙ9ÙChÊm	 Level: 93	 IP Address: 116.99.167.107 : 53092
1:12	Account: nonhantn	 Name: HµnÙL©mÙNhi	 Level: 83	 IP Address: 1.52.253.89 : 55863
1:12	Account: dacbn6	 Name: VipÙNMÙSo1	 Level: 80	 IP Address: 123.18.74.58 : 2998
1:12	Account: keoxe02	 Name: ThİchÙLµÙChĞm	 Level: 82	 IP Address: 42.115.143.113 : 19028
1:12	Account: tranvinh02	 Name: HuúnhÙNi	 Level: 82	 IP Address: 113.176.244.142 : 52473
1:12	Account: kingvl2	 Name: HDÙSÇuThiªnThu	 Level: 81	 IP Address: 58.187.67.213 : 23792
1:12	Account: hieuham1999	 Name: Tr­¬ngÙTamÙPhong	 Level: 83	 IP Address: 171.245.86.191 : 21311
1:12	Account: thangvl6	 Name: 6Vâ®ang	 Level: 92	 IP Address: 183.81.86.145 : 50829
1:12	Account: dacbn3	 Name: VipÙSiLip	 Level: 80	 IP Address: 123.18.74.58 : 3000
1:12	Account: phamtungdhv6	 Name: ZzYunazZ	 Level: 83	 IP Address: 42.116.138.135 : 57537
1:12	Account: thaocanh117	 Name: UyÓnÙNh·	 Level: 96	 IP Address: 117.4.153.2 : 50253
1:12	Account: leducdat1	 Name: LıÙTÇmÙBËy	 Level: 83	 IP Address: 42.112.156.9 : 23152
1:12	Account: phamtungdhv1	 Name: ZzTungpszZ	 Level: 83	 IP Address: 42.116.138.135 : 57538
1:12	Account: tuanlovekun3	 Name: 4StÙThiªnÙNhÉn	 Level: 81	 IP Address: 171.241.216.241 : 50478
1:12	Account: nam92hd5	 Name: CuÙChäcÙNg­îc	 Level: 82	 IP Address: 117.1.61.19 : 2659
1:12	Account: minsimon	 Name: ÙMyaÙRen	 Level: 93	 IP Address: 115.78.195.38 : 49275
1:12	Account: phamtungdhv5	 Name: ZzThaiSonzZ	 Level: 83	 IP Address: 42.116.138.135 : 57539
1:12	Account: nonhantl	 Name: V«DanhÙThÇnÙT¨ng	 Level: 82	 IP Address: 1.52.253.89 : 55864
1:12	Account: vunguyen1989	 Name: khongbietten	 Level: 81	 IP Address: 27.78.207.70 : 49273
1:12	Account: luukt52	 Name: NgoalongTN	 Level: 83	 IP Address: 115.75.51.168 : 57640
1:12	Account: thaocanh113	 Name: ThienÙNha	 Level: 81	 IP Address: 117.4.153.2 : 50254
1:12	Account: tuanlovekun	 Name: 1StÙThiªnÙNhÉn	 Level: 82	 IP Address: 171.241.216.241 : 65401
1:12	Account: bihulk03	 Name: ThİchÙLµÙBem	 Level: 82	 IP Address: 42.115.143.113 : 5993
1:12	Account: th114	 Name: ¡nÙMµyÙLµÙTao	 Level: 81	 IP Address: 117.4.153.2 : 50255
1:12	Account: usd001	 Name: USD001	 Level: 83	 IP Address: 14.245.58.184 : 4554
1:12	Account: tranvinh01	 Name: Ù2SaoÙ1g¹ch	 Level: 91	 IP Address: 113.176.244.142 : 52474
1:12	Account: sangtpbrvt1	 Name: SangTp111	 Level: 83	 IP Address: 123.28.118.107 : 53528
1:12	Account: ngocminhthu4	 Name: GinÙThæ	 Level: 84	 IP Address: 123.28.236.107 : 53561
1:12	Account: nam92hd1	 Name: ThÇnÙT¨ng	 Level: 82	 IP Address: 117.1.61.19 : 1720
1:12	Account: hieuham1996	 Name: TriÖuÙTöÙLong	 Level: 84	 IP Address: 171.245.86.191 : 49361
1:12	Account: thangvl7	 Name: 7NgaMiBuffBuff	 Level: 93	 IP Address: 183.81.86.145 : 50830
1:12	Account: vunguyen1988	 Name: 111111111	 Level: 80	 IP Address: 27.78.207.70 : 49274
1:12	Account: luukt55	 Name: NgoalongCB	 Level: 83	 IP Address: 115.75.51.168 : 57641
1:12	Account: minhvu25091990	 Name: Kamikaze	 Level: 81	 IP Address: 27.69.147.127 : 53109
1:12	Account: pmp111	 Name: BéiNhi	 Level: 86	 IP Address: 116.103.122.146 : 52383
1:12	Account: tuanlovekun4	 Name: 5StÙThiªnÙNhÉn	 Level: 81	 IP Address: 171.241.216.241 : 50482
1:12	Account: tuanlovekun1	 Name: 2StÙThiªnÙNhÉn	 Level: 81	 IP Address: 171.241.216.241 : 65403
1:12	Account: thaocanh114	 Name: ThiªnÙNh·	 Level: 97	 IP Address: 117.4.153.2 : 50256
1:12	Account: nonhannm	 Name: NhËmÙDoanhÙDoanh	 Level: 81	 IP Address: 1.52.253.89 : 55865
1:12	Account: phamtungdhv2	 Name: ZzNgocCuxizZ	 Level: 83	 IP Address: 42.116.138.135 : 57540
1:12	Account: hieuham1997	 Name: QuanÙV©nÙTr­êng	 Level: 82	 IP Address: 171.245.86.191 : 49362
1:12	Account: keoxe01	 Name: Ng¸oÙLµÙChĞm	 Level: 83	 IP Address: 42.115.143.113 : 17825
1:12	Account: thangvl9	 Name: 9§écV«Biªn	 Level: 93	 IP Address: 183.81.86.145 : 50831
1:12	Account: dacbn2	 Name: MrÙVipÙSo1	 Level: 80	 IP Address: 123.18.74.58 : 3014
1:12	Account: thangvl8	 Name: 8ThóyYªnTû	 Level: 93	 IP Address: 183.81.86.145 : 50832
1:12	Account: luukt53	 Name: NgoalongVD	 Level: 85	 IP Address: 115.75.51.168 : 57644
1:12	Account: sangtpbrvt3	 Name: SangTp333	 Level: 84	 IP Address: 123.28.118.107 : 53529
1:12	Account: vunguyen1987	 Name: 444444444	 Level: 80	 IP Address: 27.78.207.70 : 49275
1:12	Account: pmp444	 Name: Háa§¹iCa2	 Level: 84	 IP Address: 116.103.122.146 : 52384
1:12	Account: sangtpbrvt	 Name: SangTp	 Level: 90	 IP Address: 123.28.118.107 : 53530
1:12	Account: leducdat4	 Name: LècÙBayÙVµoÙMÆt	 Level: 83	 IP Address: 42.112.156.9 : 11637
1:12	Account: pmp222	 Name: TiÓuNhi	 Level: 84	 IP Address: 116.103.122.146 : 52386
1:12	Account: pmp333	 Name: Háa§¹iCa1	 Level: 84	 IP Address: 116.103.122.146 : 52387
1:12	Account: pmp999	 Name: MoneyBoiz3	 Level: 80	 IP Address: 116.103.122.146 : 50060
1:12	Account: thangvl10	 Name: 10HáaCaCa	 Level: 92	 IP Address: 183.81.86.145 : 50833
1:12	Account: vunguyen1984	 Name: BinBin	 Level: 80	 IP Address: 27.78.207.70 : 49276
1:12	Account: tuanlovekun2	 Name: 3StÙThiªnÙNhÉn	 Level: 81	 IP Address: 171.241.216.241 : 50484
1:13	Account: thaocanh115	 Name: C«nÙL«nÙ§aoÙPh¸p	 Level: 82	 IP Address: 117.4.153.2 : 50259
1:13	Account: asdzxcdsa1	 Name: LinhÙNhi	 Level: 81	 IP Address: 115.79.237.225 : 52612
1:13	Account: leducdat5	 Name: PhongÙHáaÙKaÙKa	 Level: 83	 IP Address: 42.112.156.9 : 21257
1:13	Account: thoakhungz5	 Name: §õngÙChäcÙTao	 Level: 93	 IP Address: 116.99.167.107 : 53094
1:13	Account: ngocminhthu	 Name: GinÙKim	 Level: 83	 IP Address: 123.28.236.107 : 53567
1:13	Account: nonhandl	 Name: NhËmÙNg·ÙHµnh	 Level: 92	 IP Address: 1.52.253.89 : 55868
1:13	Account: dacbn5	 Name: VipÙDMÙSo1	 Level: 80	 IP Address: 123.18.74.58 : 3029
1:13	Account: sarin3	 Name: DocXinh16	 Level: 80	 IP Address: 27.69.147.127 : 25110
1:13	Account: sarin1990	 Name: DocDep	 Level: 81	 IP Address: 27.69.147.127 : 25111
1:13	Account: pmp999	 Name: MoneyBoiz3	 Level: 80	 IP Address: 116.103.122.146 : 50067
1:13	Account: samsimon	 Name: ÙIurtya	 Level: 93	 IP Address: 115.78.195.38 : 49281
1:14	Account: samsimon3	 Name: ÙSamÙYuta	 Level: 80	 IP Address: 115.78.195.38 : 49285
1:15	Account: samsimon2	 Name: ÙRituÙJie	 Level: 83	 IP Address: 115.78.195.38 : 49301
1:15	Account: minsimon1	 Name: ÙJunÙKiri	 Level: 94	 IP Address: 115.78.195.38 : 49307
1:16	Account: hieuadnew	 Name: AdminÙSHXT	 Level: 80	 IP Address: 113.189.51.96 : 50312
1:17	Account: asdzxcdsa	 Name: ThÈmÙV¹nÙTam	 Level: 82	 IP Address: 115.79.237.225 : 52615
1:18	Account: qwqwqw3	 Name: TinhNhatPhai	 Level: 80	 IP Address: 115.79.237.225 : 52617
1:18	Account: qwqwqw2	 Name: §©mÙDaÙLµÙG×	 Level: 81	 IP Address: 115.79.237.225 : 52619
1:18	Account: tumap3000	 Name: ÙUriÙJoe	 Level: 92	 IP Address: 115.78.195.38 : 49319
1:18	Account: qwqwqw1	 Name: CLGTÙmÑ	 Level: 81	 IP Address: 115.79.237.225 : 52621
1:18	Account: qwqwqw	 Name: Tr¶ÙGãpÙ9x	 Level: 81	 IP Address: 115.79.237.225 : 52623
1:21	Account: samsimon3	 Name: ÙAKrnh3q	 Level: 80	 IP Address: 115.78.195.38 : 49340
1:21	Account: samsimon2	 Name: Menuis	 Level: 80	 IP Address: 115.78.195.38 : 49343
1:21	Account: samsimon2	 Name: ÙYuÙJira	 Level: 80	 IP Address: 115.78.195.38 : 49345
1:21	Account: samsimon2	 Name: ÙRituÙJie	 Level: 83	 IP Address: 115.78.195.38 : 49347
1:21	Account: minsimon	 Name: ÙKiruya	 Level: 80	 IP Address: 115.78.195.38 : 49350
1:27	Account: pmp999	 Name: MoneyBoizzz4	 Level: 1	 IP Address: 116.103.122.146 : 50077
1:28	Account: sarin2	 Name: DocXinh12	 Level: 80	 IP Address: 27.69.147.127 : 53256
1:28	Account: sarin3	 Name: DocXinh15	 Level: 80	 IP Address: 27.69.147.127 : 53260
1:30	Account: pmp999	 Name: MoneyBoiz3	 Level: 80	 IP Address: 116.103.122.146 : 50080
1:30	Account: pmp999	 Name: MoneyBoizzz4	 Level: 80	 IP Address: 116.103.122.146 : 50082
1:31	Account: pmp999	 Name: MoneyBoizzz4	 Level: 80	 IP Address: 116.103.122.146 : 50092
1:34	Account: vunguyen1986	 Name: 5555555	 Level: 1	 IP Address: 27.78.207.70 : 49281
1:39	Account: vunguyen1986	 Name: ThienNhan	 Level: 1	 IP Address: 27.78.207.70 : 49283
1:40	Account: vunguyen1983	 Name: Thiennhan	 Level: 1	 IP Address: 27.78.207.70 : 49286
1:41	Account: tumap3000	 Name: DoVipZo	 Level: 1	 IP Address: 115.78.195.38 : 49411
1:42	Account: sarin3	 Name: DocXinh17	 Level: 80	 IP Address: 27.69.147.127 : 53314
1:42	Account: pmp999	 Name: MoneyBoizzz4	 Level: 80	 IP Address: 116.103.122.146 : 50101
1:42	Account: asdzxcdsa	 Name: ThÈmÙV¹nÙTam	 Level: 82	 IP Address: 115.79.237.225 : 52752
1:42	Account: asdzxcdsa1	 Name: LinhÙNhi	 Level: 81	 IP Address: 115.79.237.225 : 52755
1:43	Account: qwqwqw	 Name: Tr¶ÙGãpÙ9x	 Level: 81	 IP Address: 115.79.237.225 : 52757
1:43	Account: qwqwqw1	 Name: CLGTÙmÑ	 Level: 81	 IP Address: 115.79.237.225 : 52760
1:44	Account: qwqwqw2	 Name: §©mÙDaÙLµÙG×	 Level: 81	 IP Address: 115.79.237.225 : 52762
1:45	Account: qwqwqw3	 Name: TinhNhatPhai	 Level: 80	 IP Address: 115.79.237.225 : 52766
1:46	Account: samsimon	 Name: ÙMiaÙPu	 Level: 80	 IP Address: 115.78.195.38 : 49215
1:47	Account: samsimon	 Name: ÙIurtya	 Level: 93	 IP Address: 115.78.195.38 : 49218
1:48	Account: samsimon1	 Name: ÙRitaÙOri	 Level: 97	 IP Address: 115.78.195.38 : 49225
1:50	Account: minsimon	 Name: ÙMyaÙRen	 Level: 93	 IP Address: 115.78.195.38 : 49234
1:50	Account: minsimon1	 Name: ÙJunÙKiri	 Level: 94	 IP Address: 115.78.195.38 : 49238
1:51	Account: vunguyen1986	 Name: 5555555	 Level: 80	 IP Address: 27.78.207.70 : 49288
1:51	Account: tumap3000	 Name: ÙUriÙJoe	 Level: 92	 IP Address: 115.78.195.38 : 49241
1:51	Account: vunguyen1987	 Name: 22222222	 Level: 80	 IP Address: 27.78.207.70 : 49290
1:51	Account: samsimon2	 Name: ÙRituÙJie	 Level: 83	 IP Address: 115.78.195.38 : 49246
1:51	Account: sarin3	 Name: DocXinh15	 Level: 80	 IP Address: 27.69.147.127 : 53920
1:51	Account: vunguyen1987	 Name: 444444444	 Level: 80	 IP Address: 27.78.207.70 : 49292
1:51	Account: sarin2	 Name: DocXinh12	 Level: 80	 IP Address: 27.69.147.127 : 53922
1:51	Account: vunguyen1988	 Name: 111111111	 Level: 81	 IP Address: 27.78.207.70 : 49294
1:52	Account: vunguyen1984	 Name: BinBin	 Level: 80	 IP Address: 27.78.207.70 : 49299
1:52	Account: vunguyen1985	 Name: binbin2	 Level: 80	 IP Address: 27.78.207.70 : 49301
1:53	Account: vunguyen1985	 Name: binbin3	 Level: 80	 IP Address: 27.78.207.70 : 49303
1:54	Account: minhvu25091990	 Name: Kamikaze	 Level: 81	 IP Address: 27.69.147.127 : 53939
1:56	Account: vunguyen1985	 Name: binbin3	 Level: 80	 IP Address: 27.78.207.70 : 49305
1:56	Account: vunguyen1987	 Name: 444444444	 Level: 80	 IP Address: 27.78.207.70 : 49307
1:56	Account: pmp999	 Name: MoneyBoizzz4	 Level: 80	 IP Address: 116.103.122.146 : 50118
1:57	Account: vunguyen1985	 Name: BinBin1	 Level: 80	 IP Address: 27.78.207.70 : 49309
1:57	Account: vunguyen1985	 Name: binbin2	 Level: 80	 IP Address: 27.78.207.70 : 49311
1:57	Account: vunguyen1985	 Name: binbin3	 Level: 80	 IP Address: 27.78.207.70 : 49313
2:13	Account: sarin2	 Name: DocXinh14	 Level: 80	 IP Address: 27.69.147.127 : 54083
2:14	Account: minhvu25091990	 Name: Kamikaze	 Level: 81	 IP Address: 27.69.147.127 : 54093
2:19	Account: samsimon	 Name: ÙIurtya	 Level: 94	 IP Address: 115.78.195.38 : 49374
2:21	Account: samsimon	 Name: ÙIurtya	 Level: 94	 IP Address: 115.78.195.38 : 49424
2:21	Account: sarin2	 Name: DocXinh12	 Level: 80	 IP Address: 27.69.147.127 : 56807
2:22	Account: minsimon	 Name: ÙMyaÙRen	 Level: 94	 IP Address: 115.78.195.38 : 49445
2:22	Account: samsimon1	 Name: ÙRitaÙOri	 Level: 98	 IP Address: 115.78.195.38 : 49462
2:24	Account: minsimon1	 Name: ÙJunÙKiri	 Level: 95	 IP Address: 115.78.195.38 : 49496
2:25	Account: tumap3000	 Name: ÙUriÙJoe	 Level: 94	 IP Address: 115.78.195.38 : 49504
2:31	Account: sarin2	 Name: DocXinh14	 Level: 80	 IP Address: 27.69.147.127 : 26310
2:31	Account: sarin2	 Name: DocXinh13	 Level: 80	 IP Address: 27.69.147.127 : 56868
2:31	Account: sarin3	 Name: DocXinh16	 Level: 80	 IP Address: 27.69.147.127 : 26311
2:31	Account: sarin3	 Name: DocXinh15	 Level: 80	 IP Address: 27.69.147.127 : 56874
2:31	Account: sarin3	 Name: DocXinh17	 Level: 80	 IP Address: 27.69.147.127 : 56877
2:33	Account: thaocanh114	 Name: ThiªnÙNh·	 Level: 97	 IP Address: 117.4.153.2 : 50430
2:37	Account: pmp777	 Name: MoneyBoiz	 Level: 80	 IP Address: 116.103.122.146 : 50132
2:37	Account: thaocanh113	 Name: ThienÙNha	 Level: 81	 IP Address: 117.4.153.2 : 50455
2:37	Account: thaocanh114	 Name: ThiªnÙNh·	 Level: 97	 IP Address: 117.4.153.2 : 50457
2:37	Account: thaocanh115	 Name: C«nÙL«nÙ§aoÙPh¸p	 Level: 82	 IP Address: 117.4.153.2 : 50460
2:38	Account: thaocanh116	 Name: S­ThÇyÙXuèngNói	 Level: 81	 IP Address: 117.4.153.2 : 50462
2:38	Account: thaocanh117	 Name: UyÓnÙNh·	 Level: 97	 IP Address: 117.4.153.2 : 50464
2:38	Account: pmp888	 Name: MoneyBoizz2	 Level: 81	 IP Address: 116.103.122.146 : 50135
2:40	Account: th114	 Name: ¡nÙMµyÙLµÙTao	 Level: 81	 IP Address: 117.4.153.2 : 50468
2:40	Account: pmp888	 Name: MoneyBoiz2	 Level: 80	 IP Address: 116.103.122.146 : 50137
2:40	Account: pmp999	 Name: MoneyBoizzz4	 Level: 80	 IP Address: 116.103.122.146 : 50140
