0:3	Account: samsimon1	 Name: ÙHîiÙSG	 Level: 107	 IP Address: 115.78.195.38 : 49939
7:19	Account: dm0001	 Name: dm0001	 Level: 85	 IP Address: 14.168.28.44 : 58137
7:20	Account: nd0001	 Name: nd0001	 Level: 85	 IP Address: 14.168.28.44 : 58143
7:24	Account: thangvl5	 Name: 5HáaCaCa	 Level: 94	 IP Address: 183.81.86.145 : 52781
7:26	Account: dm0002	 Name: TVB0001	 Level: 86	 IP Address: 14.168.28.44 : 58171
7:27	Account: dm0010	 Name: CL0001	 Level: 83	 IP Address: 14.168.28.44 : 58178
7:42	Account: phamtungdhv6	 Name: ZzYunazZ	 Level: 89	 IP Address: 42.116.138.135 : 58757
7:46	Account: phamtungdhv4	 Name: ZzTungpszZ	 Level: 88	 IP Address: 42.116.138.135 : 58763
7:49	Account: ribi03	 Name: BossST	 Level: 80	 IP Address: 14.245.58.184 : 3381
8:19	Account: phamtungdhv1	 Name: ZzJindozZ	 Level: 89	 IP Address: 42.116.138.135 : 58840
8:19	Account: bihulk01	 Name: 74ÙBiÙSHXT	 Level: 103	 IP Address: 171.243.34.90 : 49171
8:22	Account: dm0001	 Name: dm0001	 Level: 85	 IP Address: 14.168.28.44 : 58399
8:24	Account: minhtrand3	 Name: HáaÙLongÙKaKa	 Level: 98	 IP Address: 14.174.119.34 : 50007
8:24	Account: minhtrand6	 Name: §écÙTµÙNh©n	 Level: 97	 IP Address: 14.174.119.34 : 50010
8:24	Account: minhtrand2	 Name: TiÓuÙLinh	 Level: 97	 IP Address: 14.174.119.34 : 50009
8:24	Account: minhtrand1	 Name: GiÕtÙS­Ù§ètÙChïa	 Level: 98	 IP Address: 14.174.119.34 : 50011
8:25	Account: minhtrand4	 Name: BµÙL«i	 Level: 98	 IP Address: 14.174.119.34 : 50008
8:25	Account: nd0001	 Name: nd0001	 Level: 85	 IP Address: 14.168.28.44 : 58418
8:26	Account: minhtrand2	 Name: TiÓuÙLinh	 Level: 97	 IP Address: 14.174.119.34 : 50017
8:26	Account: minhtrand6	 Name: §écÙTµÙNh©n	 Level: 97	 IP Address: 14.174.119.34 : 50019
8:26	Account: minhtrand1	 Name: GiÕtÙS­Ù§ètÙChïa	 Level: 98	 IP Address: 14.174.119.34 : 50040
8:26	Account: minhtrand3	 Name: HáaÙLongÙKaKa	 Level: 98	 IP Address: 14.174.119.34 : 50053
8:26	Account: minhtrand4	 Name: BµÙL«i	 Level: 98	 IP Address: 14.174.119.34 : 50055
8:30	Account: minhtrand5	 Name: LÇyÙAÙMinh	 Level: 98	 IP Address: 14.174.119.34 : 50252
8:51	Account: mapdl1	 Name: TiÕuNg¹oÙGiangHå	 Level: 101	 IP Address: 14.168.28.44 : 58923
9:1	Account: nd0001	 Name: nd0001	 Level: 85	 IP Address: 14.168.28.44 : 59004
9:2	Account: nd0001	 Name: nd0001	 Level: 85	 IP Address: 14.168.28.44 : 59006
9:14	Account: dm0003	 Name: giudo1	 Level: 1	 IP Address: 14.168.28.44 : 59064
9:16	Account: qwqwqw2	 Name: LinhÙNhi	 Level: 81	 IP Address: 171.249.236.64 : 59531
9:17	Account: kingvl2	 Name: KimLongKaKa	 Level: 94	 IP Address: 58.187.67.61 : 8574
9:24	Account: building1987	 Name: TiÒnÙV«ÙNghÜa	 Level: 104	 IP Address: 27.79.43.143 : 49959
9:25	Account: asdzxcdsa	 Name: TriÓnÙ§¹iÙHiÖp	 Level: 80	 IP Address: 171.249.236.64 : 60066
9:25	Account: asdzxcdsa1	 Name: gtfhdhd	 Level: 1	 IP Address: 171.249.236.64 : 60096
9:28	Account: qwqwqw1	 Name: TinhNhatPhai	 Level: 81	 IP Address: 171.249.236.64 : 60188
9:30	Account: nd0001	 Name: nd0001	 Level: 85	 IP Address: 14.168.28.44 : 59136
9:31	Account: ribi03	 Name: BossST	 Level: 80	 IP Address: 14.245.58.184 : 4102
9:32	Account: ribi04	 Name: BossST02	 Level: 80	 IP Address: 14.245.58.184 : 4107
9:32	Account: samsimon1	 Name: ÙHîiÙSG	 Level: 107	 IP Address: 115.78.195.38 : 49652
9:32	Account: ribi04	 Name: BossST02	 Level: 80	 IP Address: 14.245.58.184 : 4114
9:33	Account: kingvl2	 Name: KimLongKaKa	 Level: 94	 IP Address: 58.187.67.61 : 46755
9:33	Account: ribi04	 Name: BossST02	 Level: 80	 IP Address: 14.245.58.184 : 4118
9:33	Account: ribi04	 Name: BossST02	 Level: 80	 IP Address: 14.245.58.184 : 4123
9:34	Account: ribi04	 Name: BossST02	 Level: 80	 IP Address: 14.245.58.184 : 4128
9:36	Account: minsimon	 Name: ÙRinÙSG	 Level: 81	 IP Address: 115.78.195.38 : 49659
9:43	Account: ribi03	 Name: BossST	 Level: 80	 IP Address: 14.245.58.184 : 4184
9:51	Account: hieuadnew	 Name: AdminÙSHXT	 Level: 100	 IP Address: 14.233.233.93 : 49483
9:53	Account: thaocanh113	 Name: ThiªnÙNh·	 Level: 98	 IP Address: 117.4.153.3 : 49327
9:58	Account: nd0001	 Name: nd0001	 Level: 85	 IP Address: 14.168.28.44 : 59282
9:59	Account: sangtpbrvt	 Name: SangTp	 Level: 89	 IP Address: 14.184.70.55 : 53863
10:0	Account: samsimon	 Name: ÙTýÙSG	 Level: 89	 IP Address: 115.78.195.38 : 49712
10:0	Account: sangtpbrvt	 Name: SangTp	 Level: 89	 IP Address: 14.184.70.55 : 53935
10:3	Account: ribi01	 Name: RiBi01	 Level: 90	 IP Address: 14.245.58.184 : 4296
10:4	Account: minsimon	 Name: ÙRinÙSG	 Level: 81	 IP Address: 115.78.195.38 : 49721
10:4	Account: ribi02	 Name: RIBIO3	 Level: 82	 IP Address: 14.245.58.184 : 4302
10:5	Account: thangvl5	 Name: 5HáaCaCa	 Level: 94	 IP Address: 118.70.81.103 : 4337
10:5	Account: keoxe01	 Name: CLPHulk	 Level: 1	 IP Address: 171.243.34.90 : 49264
10:7	Account: kingvl5	 Name: ThanhH­Ch©nNh©n	 Level: 91	 IP Address: 58.187.67.61 : 39810
10:7	Account: samsimon1	 Name: ÙHîiÙSG	 Level: 107	 IP Address: 115.78.195.38 : 49734
10:7	Account: minsimon	 Name: ÙRinÙSG	 Level: 81	 IP Address: 115.78.195.38 : 49736
10:7	Account: kingvl4	 Name: ThñyTiªnTØTØ	 Level: 90	 IP Address: 58.187.67.61 : 63168
10:7	Account: thaocanh113	 Name: ThiªnÙNh·	 Level: 98	 IP Address: 117.4.153.3 : 49396
10:8	Account: kingvl3	 Name: HáaLongCaCa	 Level: 91	 IP Address: 58.187.67.61 : 50033
10:12	Account: th113	 Name: ThiªnÙ§ÞaÙHéi	 Level: 81	 IP Address: 117.4.153.3 : 49408
10:13	Account: th114	 Name: TµÙPh¸i	 Level: 81	 IP Address: 117.4.153.3 : 49411
10:13	Account: ctcshxt1	 Name: L¸oÙTõÙnhá	 Level: 80	 IP Address: 113.176.244.142 : 49160
10:14	Account: th115	 Name: ThiªnÙNhÉnÙ01	 Level: 81	 IP Address: 117.4.153.3 : 49414
10:15	Account: th116	 Name: ThiªnÙH¹ÙV«Ù§èi	 Level: 80	 IP Address: 117.4.153.3 : 49417
10:15	Account: th117	 Name: ThiªnÙNhÉnÙ02	 Level: 81	 IP Address: 117.4.153.3 : 49419
10:15	Account: sangtpbrvt	 Name: SangTp	 Level: 89	 IP Address: 14.184.70.55 : 54093
10:18	Account: sangtpbrvt	 Name: SangTp	 Level: 89	 IP Address: 14.184.70.55 : 54156
10:27	Account: kingvl2	 Name: KimLongKaKa	 Level: 94	 IP Address: 58.187.67.61 : 58119
10:27	Account: keoxe03	 Name: AEthuyYen	 Level: 1	 IP Address: 171.243.34.90 : 49304
10:29	Account: th118	 Name: C«nÙL«nÙ01	 Level: 94	 IP Address: 117.4.153.3 : 49481
10:29	Account: sangtpbrvt	 Name: SangTp	 Level: 89	 IP Address: 14.184.70.55 : 54577
10:30	Account: keoxe02	 Name: ÙÙÙCh¬iÙÙÙ	 Level: 90	 IP Address: 171.243.34.90 : 49307
10:31	Account: usd002	 Name: USD002	 Level: 82	 IP Address: 14.245.58.184 : 4451
10:31	Account: keoxe02	 Name: ÙÙÙCh¬iÙÙÙ	 Level: 90	 IP Address: 171.243.34.90 : 49309
10:31	Account: thoakhungz1	 Name: §õngÙChäcÙTaoo	 Level: 98	 IP Address: 171.251.237.76 : 52197
10:32	Account: thangvl5	 Name: 5HáaCaCa	 Level: 94	 IP Address: 118.70.81.103 : 4454
10:33	Account: kingvl3	 Name: HáaLongCaCa	 Level: 91	 IP Address: 58.187.67.61 : 47716
10:34	Account: thoakhungz2	 Name: Nh©yÙV·iÙLång	 Level: 99	 IP Address: 171.251.237.76 : 52200
10:34	Account: thoakhungz4	 Name: ThöÙChäcÙTaoÙ§i	 Level: 99	 IP Address: 171.251.237.76 : 52202
10:34	Account: thoakhungz5	 Name: CùcÙKúÙBèÙL¸o	 Level: 97	 IP Address: 171.251.237.76 : 52204
10:34	Account: thaocanh114	 Name: §MÙVIP	 Level: 80	 IP Address: 117.4.153.3 : 49507
10:35	Account: thaocanh115	 Name: EmÙLµÙConÙG¸i	 Level: 86	 IP Address: 117.4.153.3 : 49512
10:35	Account: thoakhungs1	 Name: Boss01	 Level: 80	 IP Address: 171.251.237.76 : 52207
10:35	Account: sangtpbrvt1	 Name: SangTp1	 Level: 107	 IP Address: 14.184.70.55 : 54664
10:36	Account: thoakhungs1	 Name: Boss02	 Level: 80	 IP Address: 171.251.237.76 : 52209
10:38	Account: thaocanh116	 Name: S­ThÇyÙXuèngNói	 Level: 80	 IP Address: 117.4.153.3 : 49526
10:38	Account: thoakhungs1	 Name: Boss03	 Level: 80	 IP Address: 171.251.237.76 : 52212
10:38	Account: thoakhungs3	 Name: Boss06	 Level: 80	 IP Address: 171.251.237.76 : 52215
10:38	Account: th119	 Name: ThiªnÙNhÉnÙ03	 Level: 80	 IP Address: 117.4.153.3 : 49529
10:39	Account: thoakhungs3	 Name: Boss05	 Level: 80	 IP Address: 171.251.237.76 : 52217
10:40	Account: thoakhungz3	 Name: CånÙDaÙL¹p	 Level: 109	 IP Address: 171.251.237.76 : 52219
10:41	Account: th118	 Name: C«nÙL«nÙ01	 Level: 94	 IP Address: 117.4.153.3 : 49541
10:46	Account: bihulk01	 Name: 74ÙBiÙSHXT	 Level: 103	 IP Address: 171.243.34.90 : 49325
10:46	Account: keoxe04	 Name: NMChuong	 Level: 1	 IP Address: 171.243.34.90 : 49328
10:47	Account: thoakhungs1	 Name: Boss01	 Level: 80	 IP Address: 171.251.237.76 : 52222
10:48	Account: thoakhungs1	 Name: Boss02	 Level: 80	 IP Address: 171.251.237.76 : 52224
10:48	Account: thaocanh113	 Name: ThiªnÙNh·	 Level: 99	 IP Address: 117.4.153.3 : 49572
10:48	Account: thoakhungs1	 Name: Boss03	 Level: 80	 IP Address: 171.251.237.76 : 52226
10:48	Account: thoakhungs3	 Name: Boss06	 Level: 80	 IP Address: 171.251.237.76 : 52228
10:49	Account: keoxe02	 Name: ÙÙÙCh¬iÙÙÙ	 Level: 90	 IP Address: 171.243.34.90 : 49331
10:49	Account: thoakhungs3	 Name: Boss05	 Level: 80	 IP Address: 171.251.237.76 : 52230
10:49	Account: thoakhungs3	 Name: Boss04	 Level: 80	 IP Address: 171.251.237.76 : 52232
10:49	Account: bihulk01	 Name: 74ÙBiÙSHXT	 Level: 103	 IP Address: 171.243.34.90 : 49333
10:49	Account: thoakhungs3	 Name: Boss05	 Level: 80	 IP Address: 171.251.237.76 : 52240
10:50	Account: vunguyen1987	 Name: ThuyYen	 Level: 86	 IP Address: 171.251.237.76 : 52242
10:52	Account: thoakhungz1	 Name: HètÙCøtÙLiÖng	 Level: 91	 IP Address: 171.251.237.76 : 52244
10:52	Account: keoxe02	 Name: ÙÙÙCh¬iÙÙÙ	 Level: 90	 IP Address: 171.243.34.90 : 49338
10:53	Account: thoakhungs2	 Name: FZ1200	 Level: 80	 IP Address: 171.251.237.76 : 52246
10:53	Account: th118	 Name: C«nÙL«nÙ01	 Level: 94	 IP Address: 117.4.153.3 : 49606
10:56	Account: thoakhungz1	 Name: HètÙCøtÙLiÖng	 Level: 91	 IP Address: 171.251.237.76 : 52250
10:56	Account: thoakhungz2	 Name: §iÖpÙLiªnÙTó	 Level: 91	 IP Address: 171.251.237.76 : 52252
10:59	Account: thoakhungz4	 Name: C¸iÙLångÙHeoÙN¸i	 Level: 91	 IP Address: 171.251.237.76 : 52254
10:59	Account: thoakhungz5	 Name: CùcÙKúÙBèÙL¸o	 Level: 97	 IP Address: 171.251.237.76 : 52256
10:59	Account: thoakhungz2	 Name: Nh©yÙV·iÙLång	 Level: 99	 IP Address: 171.251.237.76 : 52258
10:59	Account: thoakhungz1	 Name: §õngÙChäcÙTaoo	 Level: 98	 IP Address: 171.251.237.76 : 52260
11:1	Account: sangtpbrvt	 Name: SangTp	 Level: 89	 IP Address: 14.184.70.55 : 55282
11:3	Account: th113	 Name: ThiªnÙ§ÞaÙHéi	 Level: 81	 IP Address: 117.4.153.3 : 49649
11:4	Account: sangtpbrvt2	 Name: SangTp2	 Level: 90	 IP Address: 14.184.70.55 : 55289
11:7	Account: sangtpbrvt3	 Name: SangTp3	 Level: 89	 IP Address: 14.184.70.55 : 55291
11:7	Account: th114	 Name: TµÙPh¸i	 Level: 81	 IP Address: 117.4.153.3 : 49664
11:10	Account: th115	 Name: ThiªnÙNhÉnÙ01	 Level: 81	 IP Address: 117.4.153.3 : 49671
11:10	Account: thoakhungz5	 Name: CùcÙKúÙBèÙL¸o	 Level: 97	 IP Address: 171.251.237.76 : 52265
11:10	Account: th117	 Name: ThiªnÙNhÉnÙ02	 Level: 81	 IP Address: 117.4.153.3 : 49673
11:10	Account: th118	 Name: C«nÙL«nÙ01	 Level: 94	 IP Address: 117.4.153.3 : 49675
11:11	Account: thoakhungz5	 Name: CùcÙKúÙBèÙL¸o	 Level: 97	 IP Address: 171.251.237.76 : 52267
11:20	Account: thoakhungz1	 Name: §õngÙChäcÙTaoo	 Level: 98	 IP Address: 171.251.237.76 : 52274
11:30	Account: thoakhungz5	 Name: CùcÙKúÙBèÙL¸o	 Level: 97	 IP Address: 171.251.237.76 : 52278
11:32	Account: hoailanghp6	 Name: HaiPhong	 Level: 80	 IP Address: 118.70.54.184 : 10663
11:38	Account: phamtungdhv1	 Name: ZzJindozZ	 Level: 89	 IP Address: 42.116.138.135 : 59125
11:53	Account: anlonnhe	 Name: KimXaLuan	 Level: 76	 IP Address: 14.229.224.65 : 1460
11:56	Account: kingvl1	 Name: ThñyTiªnTûTû	 Level: 85	 IP Address: 58.187.67.61 : 33830
11:57	Account: kingvl1	 Name: ThñyTiªnTûTû	 Level: 85	 IP Address: 58.187.67.61 : 18473
11:57	Account: anlonnhe	 Name: KimXaLuan	 Level: 76	 IP Address: 14.229.224.65 : 1536
12:1	Account: keoxe02	 Name: ÙÙÙCh¬iÙÙÙ	 Level: 90	 IP Address: 171.243.34.90 : 49424
12:1	Account: phamtungdhv5	 Name: ZzPhiLongzZ	 Level: 92	 IP Address: 42.116.138.135 : 59226
12:1	Account: phamtungdhv2	 Name: ZzNgocCuxiZz	 Level: 87	 IP Address: 42.116.138.135 : 59227
12:1	Account: bihulk01	 Name: 74ÙBiÙSHXT	 Level: 103	 IP Address: 171.243.34.90 : 49426
12:1	Account: hoailanghp	 Name: TruongVoKy	 Level: 83	 IP Address: 113.179.120.220 : 3763
12:1	Account: phamtungdhv3	 Name: ZzNhimXinhzZ	 Level: 89	 IP Address: 42.116.138.135 : 59229
12:1	Account: hieuadnew	 Name: AdminÙSHXT	 Level: 100	 IP Address: 14.233.233.93 : 50004
12:1	Account: phamtungdhv6	 Name: ZzYunazZ	 Level: 90	 IP Address: 42.116.138.135 : 59231
12:1	Account: phamtungdhv1	 Name: ZzJindozZ	 Level: 89	 IP Address: 42.116.138.135 : 59235
12:1	Account: phamtungdhv4	 Name: ZzTungpszZ	 Level: 88	 IP Address: 42.116.138.135 : 59234
12:2	Account: huy1712	 Name: ¡nÙMµyÙV­¬ngÙGia	 Level: 100	 IP Address: 14.187.127.239 : 35837
12:7	Account: gamethu	 Name: KhaiCheckGame	 Level: 5	 IP Address: 171.232.113.243 : 49707
12:16	Account: anlonnhe	 Name: KimXaLuan	 Level: 76	 IP Address: 14.229.224.65 : 1688
12:23	Account: huyenuyqs	 Name: VDKÙ1006	 Level: 65	 IP Address: 14.245.4.115 : 52845
12:31	Account: gamethu	 Name: asdasdasdasd	 Level: 80	 IP Address: 171.232.113.243 : 49753
12:38	Account: usd001	 Name: USD001	 Level: 86	 IP Address: 14.245.58.184 : 1818
12:41	Account: hieuadnew	 Name: AdminÙSHXT	 Level: 100	 IP Address: 14.233.233.93 : 50164
12:42	Account: sangtpbrvt	 Name: SangTp	 Level: 89	 IP Address: 14.184.70.55 : 55415
13:2	Account: sangtpbrvt2	 Name: SangTp2	 Level: 90	 IP Address: 14.184.70.55 : 55434
13:3	Account: sangtpbrvt3	 Name: SangTp3	 Level: 89	 IP Address: 14.184.70.55 : 55436
13:5	Account: gamethu	 Name: asdasdasdasd	 Level: 80	 IP Address: 171.232.113.243 : 49961
13:5	Account: phamtungdhv1	 Name: ZzJindozZ	 Level: 90	 IP Address: 42.116.138.135 : 59444
13:5	Account: phamtungdhv3	 Name: ZzNhimXinhzZ	 Level: 89	 IP Address: 42.116.138.135 : 59445
13:5	Account: phamtungdhv5	 Name: ZzPhiLongzZ	 Level: 92	 IP Address: 42.116.138.135 : 59447
13:5	Account: phamtungdhv4	 Name: ZzTungpszZ	 Level: 88	 IP Address: 42.116.138.135 : 59449
13:5	Account: sangtpbrvt3	 Name: SangTp3	 Level: 89	 IP Address: 14.184.70.55 : 55531
13:5	Account: sangtpbrvt2	 Name: SangTp2	 Level: 90	 IP Address: 14.184.70.55 : 55532
13:5	Account: sangtpbrvt	 Name: SangTp	 Level: 89	 IP Address: 14.184.70.55 : 55533
13:5	Account: hieuadnew	 Name: AdminÙSHXT	 Level: 100	 IP Address: 14.233.233.93 : 50216
13:5	Account: phamtungdhv2	 Name: ZzNgocCuxiZz	 Level: 87	 IP Address: 42.116.138.135 : 59452
13:5	Account: phamtungdhv6	 Name: ZzYunazZ	 Level: 90	 IP Address: 42.116.138.135 : 59453
13:5	Account: hoailanghp	 Name: TruongVoKy	 Level: 83	 IP Address: 113.179.120.220 : 4004
13:9	Account: gamethu	 Name: asdasdasdasd	 Level: 80	 IP Address: 171.232.113.243 : 59884
13:10	Account: phamtungdhv1	 Name: ZzJindozZ	 Level: 90	 IP Address: 42.116.138.135 : 59474
13:16	Account: hieuadnew	 Name: AdminÙSHXT	 Level: 100	 IP Address: 14.233.233.93 : 50255
13:17	Account: keoxe01	 Name: ÙÙÙÙChØÙÙÙÙ	 Level: 80	 IP Address: 171.243.34.90 : 49715
13:17	Account: keoxe03	 Name: AEthuyYen	 Level: 80	 IP Address: 171.243.34.90 : 49718
13:17	Account: hoailanghp	 Name: TruongVoKy	 Level: 83	 IP Address: 113.179.120.220 : 4075
13:17	Account: gamethu	 Name: asdasdasdasd	 Level: 80	 IP Address: 171.232.113.243 : 59064
13:18	Account: keoxe03	 Name: ÙÙÙMétÙÙÙ	 Level: 80	 IP Address: 171.243.34.90 : 49720
13:18	Account: hieuadnew	 Name: AdminÙSHXT	 Level: 100	 IP Address: 14.233.233.93 : 50279
13:28	Account: thangvl5	 Name: 5HáaCaCa	 Level: 94	 IP Address: 118.70.81.103 : 6237
13:30	Account: keoxe02	 Name: ÙÙÙCh¬iÙÙÙ	 Level: 90	 IP Address: 171.243.34.90 : 49849
13:31	Account: keoxe03	 Name: ÙÙÙMétÙÙÙ	 Level: 80	 IP Address: 171.243.34.90 : 49851
13:33	Account: phamtungdhv2	 Name: ZzNgocCuxiZz	 Level: 87	 IP Address: 42.116.138.135 : 59543
13:33	Account: phamtungdhv5	 Name: ZzPhiLongzZ	 Level: 92	 IP Address: 42.116.138.135 : 59546
13:34	Account: sangtpbrvt	 Name: SangTp	 Level: 89	 IP Address: 14.184.70.55 : 50049
13:35	Account: phamtungdhv3	 Name: ZzNhimXinhzZ	 Level: 89	 IP Address: 42.116.138.135 : 59549
13:35	Account: sangtpbrvt2	 Name: SangTp2	 Level: 90	 IP Address: 14.184.70.55 : 50062
13:35	Account: bihulk01	 Name: 74ÙBiÙSHXT	 Level: 103	 IP Address: 171.243.34.90 : 49870
13:35	Account: sangtpbrvt3	 Name: SangTp3	 Level: 89	 IP Address: 14.184.70.55 : 50064
13:35	Account: phamtungdhv6	 Name: ZzYunazZ	 Level: 90	 IP Address: 42.116.138.135 : 59551
13:35	Account: phamtungdhv4	 Name: ZzTungpszZ	 Level: 88	 IP Address: 42.116.138.135 : 59554
13:36	Account: phamtungdhv1	 Name: ZzJindozZ	 Level: 90	 IP Address: 42.116.138.135 : 59557
13:47	Account: sangtpbrvt1	 Name: SangTp1	 Level: 107	 IP Address: 14.184.70.55 : 50355
13:54	Account: huyenuyqs	 Name: VDKÙ1006	 Level: 65	 IP Address: 14.245.4.115 : 53463
13:54	Account: longyen010	 Name: MrÙLong	 Level: 96	 IP Address: 14.187.103.34 : 52686
13:57	Account: longyen011	 Name: MrÙÙLong	 Level: 93	 IP Address: 14.187.103.34 : 52690
14:0	Account: longyen012	 Name: TiÓuÙLong	 Level: 91	 IP Address: 14.187.103.34 : 52695
14:0	Account: keoxe02	 Name: 74LaAnh	 Level: 1	 IP Address: 171.243.34.90 : 49943
14:2	Account: longyen014	 Name: ÙTiÓuÙYÕn	 Level: 91	 IP Address: 14.187.103.34 : 52699
14:2	Account: keoxe02	 Name: 74LaAnh	 Level: 80	 IP Address: 171.243.34.90 : 49955
14:14	Account: kimmalenhhai1	 Name: MÊtTrinhRåi	 Level: 90	 IP Address: 171.243.198.143 : 49191
14:16	Account: kimmalenhhai1	 Name: MÊtTrinhRåi	 Level: 200	 IP Address: 171.243.198.143 : 49206
14:18	Account: thaocanh113	 Name: ThiªnÙNh·	 Level: 100	 IP Address: 117.4.153.3 : 51466
14:22	Account: kimmalenhhai1	 Name: MÊtTrinhRåi	 Level: 200	 IP Address: 171.243.198.143 : 49251
14:22	Account: th118	 Name: C«nÙL«nÙ01	 Level: 94	 IP Address: 117.4.153.3 : 51477
14:22	Account: keoxe03	 Name: ÙÙÙMétÙÙÙ	 Level: 200	 IP Address: 171.243.34.90 : 50020
14:26	Account: thaocanh115	 Name: EmÙLµÙConÙG¸i	 Level: 86	 IP Address: 117.4.153.3 : 51482
14:28	Account: keoxe03	 Name: ÙÙÙMétÙÙÙ	 Level: 200	 IP Address: 171.243.34.90 : 50039
14:34	Account: keoxe03	 Name: ÙÙÙMétÙÙÙ	 Level: 200	 IP Address: 171.243.34.90 : 50093
14:35	Account: keoxe02	 Name: 74LaAnh	 Level: 80	 IP Address: 171.243.34.90 : 50100
14:41	Account: kimmalenhhai1	 Name: MÊtTrinhRåi	 Level: 200	 IP Address: 171.243.198.143 : 49346
14:43	Account: hoangminh89	 Name: ConHeo	 Level: 86	 IP Address: 183.80.206.226 : 49273
14:43	Account: minhngo7989	 Name: MrMinh	 Level: 94	 IP Address: 183.80.206.226 : 49289
