0:2	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51432
5:13	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51616
5:13	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51620
5:14	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51621
5:16	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51629
5:16	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51630
5:22	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51635
5:22	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51636
5:24	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51641
5:24	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51643
5:25	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51648
5:25	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51650
5:34	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51653
5:34	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51654
5:50	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51659
5:50	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51661
5:54	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51665
5:54	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51667
6:4	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51676
6:4	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51677
6:5	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51679
6:12	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51683
6:12	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51686
6:13	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51690
6:13	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51692
6:14	Account: nam92hd5	 Name: CuÙChäcÙNg­îc	 Level: 98	 IP Address: 27.73.128.31 : 1048
6:15	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51700
6:15	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51701
6:16	Account: nam92hd4	 Name: HoaÙR¬iÙCöaÙPhËt	 Level: 99	 IP Address: 27.73.128.31 : 1073
6:17	Account: nam92hd3	 Name: ThiªnÙ§ÞaÙV«ÙCùc	 Level: 101	 IP Address: 27.73.128.31 : 35289
6:17	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51706
6:17	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51707
6:18	Account: nam92hd1	 Name: ThÇnÙT¨ng	 Level: 100	 IP Address: 27.73.128.31 : 35291
6:19	Account: nam92hd2	 Name: PhongÙThÇn	 Level: 100	 IP Address: 27.73.128.31 : 1108
6:21	Account: nam92hd	 Name: HáaThÇnÙV«Song	 Level: 112	 IP Address: 27.73.128.31 : 1114
6:30	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51713
6:30	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51715
6:32	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51722
6:32	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51723
6:39	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51727
6:39	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51729
6:43	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51731
6:43	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51733
6:45	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51738
6:45	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51740
6:46	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51743
6:46	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51744
6:48	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51750
6:48	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51751
6:49	Account: ctcshxt2	 Name: CTCÙTiÒnÙ02	 Level: 88	 IP Address: 113.189.120.183 : 51636
6:49	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51758
6:49	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51759
6:55	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51761
6:55	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51763
6:58	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51772
6:58	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51773
7:0	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51779
7:0	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51781
7:3	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51786
7:3	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51787
7:6	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51795
7:6	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51796
7:7	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51798
7:8	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51800
7:9	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51805
7:9	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51807
7:11	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51812
7:11	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51814
7:12	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51819
7:13	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51820
7:16	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51826
7:16	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51828
7:16	Account: ctcshxt1	 Name: CTCÙTiÒnÙ01	 Level: 89	 IP Address: 113.189.120.183 : 49184
7:18	Account: luukt53	 Name: NgoalongVD	 Level: 128	 IP Address: 115.75.51.168 : 61144
7:19	Account: luukt54	 Name: NgoalongNM	 Level: 111	 IP Address: 115.75.51.168 : 61153
7:19	Account: ctcshxt2	 Name: CTCÙTiÒnÙ02	 Level: 88	 IP Address: 113.189.120.183 : 49187
7:21	Account: ctcshxt3	 Name: CTCÙTiÒnÙ03	 Level: 87	 IP Address: 113.189.120.183 : 49190
7:23	Account: ctcshxt4	 Name: CTCÙTiÒnÙ04	 Level: 89	 IP Address: 113.189.120.183 : 49193
7:25	Account: ctcshxt5	 Name: CTCÙTiÒnÙ05	 Level: 90	 IP Address: 113.189.120.183 : 49195
7:28	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51832
7:28	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51834
7:28	Account: ctcshxt6	 Name: CTCÙTiÒnÙ06	 Level: 90	 IP Address: 113.189.120.183 : 49198
7:30	Account: ctcshxt1	 Name: CTCÙTiÒnÙ01	 Level: 89	 IP Address: 113.189.120.183 : 49201
7:31	Account: ctcshxt2	 Name: CTCÙTiÒnÙ02	 Level: 88	 IP Address: 113.189.120.183 : 49203
7:31	Account: ctcshxt3	 Name: CTCÙTiÒnÙ03	 Level: 87	 IP Address: 113.189.120.183 : 49205
7:31	Account: ctcshxt4	 Name: CTCÙTiÒnÙ04	 Level: 89	 IP Address: 113.189.120.183 : 49207
7:31	Account: ctcshxt5	 Name: CTCÙTiÒnÙ05	 Level: 90	 IP Address: 113.189.120.183 : 49209
7:32	Account: ctcshxt6	 Name: CTCÙTiÒnÙ06	 Level: 90	 IP Address: 113.189.120.183 : 49211
7:37	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51841
7:37	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51843
7:46	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51846
7:46	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51847
7:47	Account: bando	 Name: HDÙMÑThiªnH¹	 Level: 119	 IP Address: 118.71.198.28 : 7026
7:49	Account: bando	 Name: HDÙMÑThiªnH¹	 Level: 119	 IP Address: 118.71.198.28 : 23422
7:49	Account: bando	 Name: HDÙMÑThiªnH¹	 Level: 119	 IP Address: 118.71.198.28 : 44073
7:51	Account: banhang1	 Name: 1234566789	 Level: 90	 IP Address: 118.71.198.28 : 9131
7:53	Account: kingvl3	 Name: HDÙNgòÙ§écÙAnhCÈ	 Level: 82	 IP Address: 118.71.198.28 : 13188
7:53	Account: kingvl4	 Name: HDÙbuff	 Level: 91	 IP Address: 118.71.198.28 : 35801
7:54	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51853
7:54	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51854
7:54	Account: thoakhungz3	 Name: HoaÙR¬iÙCængÙChî	 Level: 99	 IP Address: 118.71.198.28 : 37893
7:56	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51860
7:56	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51862
7:57	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51867
7:57	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51869
7:59	Account: sarin1990	 Name: DocDep	 Level: 91	 IP Address: 113.189.120.183 : 50512
8:0	Account: sarin1990	 Name: DocDepGhe	 Level: 86	 IP Address: 113.189.120.183 : 50514
8:2	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51872
8:2	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51874
8:2	Account: minhvu25091990	 Name: Kamikaze	 Level: 83	 IP Address: 113.189.120.183 : 50516
8:3	Account: tranvinh03	 Name: ItsÙMyLife	 Level: 99	 IP Address: 113.189.120.183 : 50518
8:7	Account: minhvu25091990	 Name: DocXinh2	 Level: 81	 IP Address: 113.189.120.183 : 50520
8:11	Account: minhvu25091990	 Name: DocXinh	 Level: 81	 IP Address: 113.189.120.183 : 50528
8:11	Account: sarin	 Name: DocXinh6	 Level: 82	 IP Address: 113.189.120.183 : 50530
8:12	Account: sarin	 Name: DocXinh7	 Level: 81	 IP Address: 113.189.120.183 : 50532
8:13	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51880
8:13	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51881
8:13	Account: sarin	 Name: DocXinh8	 Level: 81	 IP Address: 113.189.120.183 : 50534
8:13	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51884
8:14	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51885
8:14	Account: sarin1	 Name: DocXinh9	 Level: 81	 IP Address: 113.189.120.183 : 50537
8:15	Account: sarin1	 Name: DocXinh10	 Level: 81	 IP Address: 113.189.120.183 : 50539
8:15	Account: sarin1	 Name: DocXinh11	 Level: 81	 IP Address: 113.189.120.183 : 50542
8:17	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51888
8:17	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51889
8:18	Account: sarin2	 Name: DocXinh12	 Level: 82	 IP Address: 113.189.120.183 : 50545
8:18	Account: sarin2	 Name: DocXinh14	 Level: 81	 IP Address: 113.189.120.183 : 50547
8:19	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51892
8:19	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51894
8:20	Account: tranvinh03	 Name: ItsÙMyLife	 Level: 99	 IP Address: 113.189.120.183 : 50549
8:21	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51898
8:21	Account: sarin2	 Name: DocXinh12	 Level: 82	 IP Address: 113.189.120.183 : 49221
8:21	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51899
8:22	Account: sarin2	 Name: DocXinh14	 Level: 81	 IP Address: 113.189.120.183 : 49223
8:22	Account: luukt55	 Name: NgoalongCB	 Level: 99	 IP Address: 115.75.51.168 : 62295
8:23	Account: luukt52	 Name: NgoalongTN	 Level: 95	 IP Address: 115.75.51.168 : 62309
8:24	Account: sarin2	 Name: DocXinh13	 Level: 82	 IP Address: 113.189.120.183 : 49225
8:24	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51903
8:24	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51904
8:24	Account: sarin3	 Name: DocXinh16	 Level: 81	 IP Address: 113.189.120.183 : 49227
8:25	Account: banhang	 Name: 0988207491	 Level: 80	 IP Address: 118.71.198.28 : 61181
8:27	Account: sarin3	 Name: DocXinh15	 Level: 81	 IP Address: 113.189.120.183 : 49229
8:27	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51906
8:27	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51908
8:28	Account: sarin3	 Name: DocXinh17	 Level: 84	 IP Address: 113.189.120.183 : 49231
8:30	Account: sarin4	 Name: DocXinh20	 Level: 81	 IP Address: 113.189.120.183 : 49234
8:30	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51911
8:30	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51912
8:31	Account: minhtrand3	 Name: HáaÙLongÙTµÙNh©n	 Level: 103	 IP Address: 14.174.119.34 : 49325
8:31	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51916
8:31	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51918
8:32	Account: sarin4	 Name: DocXinh18	 Level: 81	 IP Address: 113.189.120.183 : 49236
8:34	Account: sarin4	 Name: DocXinh19	 Level: 84	 IP Address: 113.189.120.183 : 49238
8:34	Account: thoakhungs1	 Name: Boss01	 Level: 80	 IP Address: 118.71.198.28 : 12135
8:35	Account: thoakhungs2	 Name: Hanghot	 Level: 80	 IP Address: 118.71.198.28 : 44559
8:35	Account: thoakhungs1	 Name: Boss03	 Level: 80	 IP Address: 118.71.198.28 : 55723
8:35	Account: thoakhungs1	 Name: Boss02	 Level: 80	 IP Address: 118.71.198.28 : 22088
8:36	Account: thoakhungs2	 Name: Hanghot	 Level: 80	 IP Address: 118.71.198.28 : 41123
8:36	Account: thoakhungs2	 Name: FZ1200	 Level: 83	 IP Address: 118.71.198.28 : 18192
8:36	Account: thoakhungs2	 Name: M¶nhAB2	 Level: 80	 IP Address: 118.71.198.28 : 20336
8:37	Account: saluci	 Name: DocXinh3	 Level: 81	 IP Address: 113.189.120.183 : 49241
8:37	Account: thoakhungs3	 Name: Boss04	 Level: 80	 IP Address: 118.71.198.28 : 41872
8:37	Account: thoakhungz1	 Name: §ÇuÙTräcÙ9ÙChÊm	 Level: 108	 IP Address: 171.231.162.148 : 49161
8:37	Account: thoakhungs3	 Name: HiepDam	 Level: 80	 IP Address: 118.71.198.28 : 3044
8:37	Account: thoakhungs3	 Name: MÈnh¢B	 Level: 80	 IP Address: 118.71.198.28 : 24280
8:37	Account: luukt51	 Name: NgoaLongTN	 Level: 94	 IP Address: 115.75.51.168 : 62569
8:38	Account: saluci	 Name: DocXinh5	 Level: 81	 IP Address: 113.189.120.183 : 49243
8:38	Account: thoakhungs4	 Name: Ch¶Lôa	 Level: 86	 IP Address: 118.71.198.28 : 60675
8:39	Account: saluci	 Name: DocXinh4	 Level: 81	 IP Address: 113.189.120.183 : 49245
8:40	Account: minhtrand17	 Name: 0659684658	 Level: 80	 IP Address: 14.174.119.34 : 49373
8:40	Account: minhtrand7	 Name: buffbuff	 Level: 80	 IP Address: 14.174.119.34 : 49375
8:40	Account: minhtrand7	 Name: ancuopday	 Level: 80	 IP Address: 14.174.119.34 : 49377
8:41	Account: minhtrand9	 Name: 3213131	 Level: 80	 IP Address: 14.174.119.34 : 49379
8:41	Account: minhtrand9	 Name: 098080	 Level: 80	 IP Address: 14.174.119.34 : 49381
8:41	Account: thoakhungz2	 Name: ThÝchÙ¡nÙ§¹pÙKo	 Level: 106	 IP Address: 171.231.162.148 : 49165
8:41	Account: luukt56	 Name: NgoalongND	 Level: 96	 IP Address: 115.75.51.168 : 62620
8:42	Account: ctcshxt6	 Name: CTCÙTiÒnÙ06	 Level: 90	 IP Address: 113.189.120.183 : 49248
8:42	Account: thoakhungz4	 Name: ThöÙ§ôngÙTaoÙ§i	 Level: 109	 IP Address: 171.231.162.148 : 49167
8:42	Account: thoakhungz5	 Name: §õngÙChäcÙTao	 Level: 113	 IP Address: 171.231.162.148 : 49169
8:42	Account: thoakhungz6	 Name: CùcÙKúÙBèÙL¸o	 Level: 103	 IP Address: 171.231.162.148 : 49171
8:42	Account: thoakhungzz6	 Name: KinhBáMÑ	 Level: 106	 IP Address: 171.231.162.148 : 49173
8:43	Account: thoakhungss2	 Name: Khodo4	 Level: 80	 IP Address: 171.231.162.148 : 49175
8:43	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51946
8:43	Account: thoakhungss2	 Name: khodo6	 Level: 80	 IP Address: 171.231.162.148 : 49177
8:43	Account: thoakhungss1	 Name: khodo2	 Level: 80	 IP Address: 171.231.162.148 : 49179
8:44	Account: thoakhungss1	 Name: Khodo1	 Level: 80	 IP Address: 171.231.162.148 : 49181
8:44	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51948
8:45	Account: thoakhungss1	 Name: khodo3	 Level: 80	 IP Address: 171.231.162.148 : 49186
8:45	Account: thoakhungs2	 Name: FZ1200	 Level: 83	 IP Address: 171.231.162.148 : 49188
8:45	Account: thoakhungs2	 Name: Hanghot	 Level: 80	 IP Address: 171.231.162.148 : 49190
8:46	Account: thoakhungs2	 Name: M¶nhAB2	 Level: 80	 IP Address: 171.231.162.148 : 49192
8:46	Account: thoakhungs4	 Name: Ch¶Lôa	 Level: 86	 IP Address: 171.231.162.148 : 49195
8:47	Account: sangtpbrvt	 Name: SangTp	 Level: 121	 IP Address: 113.174.82.17 : 49770
8:47	Account: sangtpbrvt16	 Name: sfsfsegwe	 Level: 80	 IP Address: 113.174.82.17 : 49773
8:49	Account: minhtrand1	 Name: GiÕtÙS­Ù§ètÙChïa	 Level: 102	 IP Address: 14.174.119.34 : 49403
8:49	Account: sangtpbrvt1	 Name: SangTp111	 Level: 100	 IP Address: 113.174.82.17 : 49782
8:52	Account: minhtrand6	 Name: BÐÙMóp	 Level: 101	 IP Address: 14.174.119.34 : 49409
8:53	Account: thoakhungz6	 Name: CùcÙKúÙBèÙL¸o	 Level: 103	 IP Address: 171.231.162.148 : 49201
8:53	Account: hieuham1996	 Name: TriÖuÙTöÙLong	 Level: 114	 IP Address: 118.71.198.28 : 56027
8:55	Account: minhtrand6	 Name: BÐÙMóp	 Level: 101	 IP Address: 14.174.119.34 : 49417
8:56	Account: thoakhungz6	 Name: CùcÙKúÙBèÙL¸o	 Level: 103	 IP Address: 118.71.198.28 : 23916
9:2	Account: minhtrand4	 Name: SÊmÙSÐtÙT©yÙB¾c	 Level: 101	 IP Address: 14.174.119.34 : 49430
9:4	Account: sarin1990	 Name: DocDepGhe	 Level: 86	 IP Address: 116.110.119.64 : 50267
9:5	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51951
9:5	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51954
9:5	Account: minhtrand7	 Name: buffbuff	 Level: 80	 IP Address: 14.174.119.34 : 49433
