00:00:42	 Account: minsimon1	Name: ÙDÇnÙSG	 DelItem: Kim Phong Lan §×nh Ngäc
15:21:47	 Account: minhvu25091990	Name: XinhGai2	 DelItem: Kim Phong §o¹t Hån Ngäc ®¸i
15:21:47	 Account: minhvu25091990	Name: XinhGai2	 DelItem: Kim Phong C«ng CÈn Tam Th¸n
15:21:47	 Account: minhvu25091990	Name: XinhGai2	 DelItem: Kim Phong Lan §×nh Ngäc
15:21:47	 Account: minhvu25091990	Name: XinhGai2	 DelItem: Kim Phong Thanh D­¬ng Kh«i
15:21:47	 Account: minhvu25091990	Name: XinhGai2	 DelItem: Kim Phong Kú L©n HuyÕt
15:21:47	 Account: minhvu25091990	Name: XinhGai2	 DelItem: Kim Phong §ång T­íc Xu©n Th©m
15:21:47	 Account: minhvu25091990	Name: XinhGai2	 DelItem: Kim Phong HËu NghÖ dÉn cung
15:21:47	 Account: minhvu25091990	Name: XinhGai2	 DelItem: Kim Phong Tr¹c Liªn Quang
15:21:47	 Account: minhvu25091990	Name: XinhGai2	 DelItem: Kim Phong Thiªn Lý Th¶o Th­îng Phi
16:06:51	 Account: minhvu25091990	Name: XinhGai3	 DelItem: Kim Phong §ång T­íc Xu©n Th©m
16:06:51	 Account: minhvu25091990	Name: XinhGai3	 DelItem: Kim Phong C«ng CÈn Tam Th¸n
16:06:51	 Account: minhvu25091990	Name: XinhGai3	 DelItem: Kim Phong Lan §×nh Ngäc
16:06:51	 Account: minhvu25091990	Name: XinhGai3	 DelItem: Kim Phong Thanh D­¬ng Kh«i
16:06:51	 Account: minhvu25091990	Name: XinhGai3	 DelItem: Kim Phong Kú L©n HuyÕt
16:06:51	 Account: minhvu25091990	Name: XinhGai3	 DelItem: Kim Phong Thiªn Lý Th¶o Th­îng Phi
16:06:51	 Account: minhvu25091990	Name: XinhGai3	 DelItem: Kim Phong §o¹t Hån Ngäc ®¸i
16:06:51	 Account: minhvu25091990	Name: XinhGai3	 DelItem: Kim Phong HËu NghÖ dÉn cung
16:06:51	 Account: minhvu25091990	Name: XinhGai3	 DelItem: Kim Phong Tr¹c Liªn Quang
16:16:46	 Account: thoakhungz6	Name: X¹oÙKeÙChóa	 DelItem: Tóc S­¬ng
16:16:53	 Account: thoakhungz5	Name: CùcÙKúÙBèÙL¸o	 DelItem: Tóc S­¬ng
16:25:09	 Account: voanhkhoa	Name: HuyÕtMa	 DelItem: Kim Phong Tr¹c Liªn Quang
16:51:39	 Account: egamez1	Name: 212121	 DelItem: Kim Phong Tr¹c Liªn Quang
17:04:46	 Account: thaocanh113	Name: ThiªnÙNh·	 DelItem: Kim Phong §ång T­íc Xu©n Th©m
17:04:46	 Account: thaocanh113	Name: ThiªnÙNh·	 DelItem: Kim Phong C«ng CÈn Tam Th¸n
17:04:46	 Account: thaocanh113	Name: ThiªnÙNh·	 DelItem: Kim Phong Lan §×nh Ngäc
17:04:46	 Account: thaocanh113	Name: ThiªnÙNh·	 DelItem: Kim Phong Thanh D­¬ng Kh«i
17:04:46	 Account: thaocanh113	Name: ThiªnÙNh·	 DelItem: Kim Phong §o¹t Hån Ngäc ®¸i
17:04:46	 Account: thaocanh113	Name: ThiªnÙNh·	 DelItem: Kim Phong HËu NghÖ dÉn cung
17:04:46	 Account: thaocanh113	Name: ThiªnÙNh·	 DelItem: Kim Phong Kú L©n HuyÕt
17:04:46	 Account: thaocanh113	Name: ThiªnÙNh·	 DelItem: Kim Phong Tr¹c Liªn Quang
17:04:53	 Account: thaocanh113	Name: ThiªnÙNh·	 DelItem: Kim Phong Thiªn Lý Th¶o Th­îng Phi
17:13:38	 Account: hoailanghp1	Name: HPTieuPhong	 DelItem: Kim Phong §ång T­íc Xu©n Th©m
17:13:38	 Account: hoailanghp1	Name: HPTieuPhong	 DelItem: Kim Phong §o¹t Hån Ngäc ®¸i
17:13:38	 Account: hoailanghp1	Name: HPTieuPhong	 DelItem: Kim Phong HËu NghÖ dÉn cung
17:13:38	 Account: hoailanghp1	Name: HPTieuPhong	 DelItem: Kim Phong C«ng CÈn Tam Th¸n
17:13:38	 Account: hoailanghp1	Name: HPTieuPhong	 DelItem: Kim Phong Lan §×nh Ngäc
17:13:38	 Account: hoailanghp1	Name: HPTieuPhong	 DelItem: Kim Phong Thanh D­¬ng Kh«i
17:13:38	 Account: hoailanghp1	Name: HPTieuPhong	 DelItem: Kim Phong Kú L©n HuyÕt
17:13:38	 Account: hoailanghp1	Name: HPTieuPhong	 DelItem: Kim Phong Tr¹c Liªn Quang
17:13:38	 Account: hoailanghp1	Name: HPTieuPhong	 DelItem: Kim Phong Thiªn Lý Th¶o Th­îng Phi
17:38:29	 Account: hoailanghp2	Name: HPVuPhong	 DelItem: Kim Phong §ång T­íc Xu©n Th©m
17:38:29	 Account: hoailanghp2	Name: HPVuPhong	 DelItem: Kim Phong §o¹t Hån Ngäc ®¸i
17:38:29	 Account: hoailanghp2	Name: HPVuPhong	 DelItem: Kim Phong HËu NghÖ dÉn cung
17:38:29	 Account: hoailanghp2	Name: HPVuPhong	 DelItem: Kim Phong C«ng CÈn Tam Th¸n
17:38:29	 Account: hoailanghp2	Name: HPVuPhong	 DelItem: Kim Phong Lan §×nh Ngäc
17:38:29	 Account: hoailanghp2	Name: HPVuPhong	 DelItem: Kim Phong Thanh D­¬ng Kh«i
17:38:29	 Account: hoailanghp2	Name: HPVuPhong	 DelItem: Kim Phong Tr¹c Liªn Quang
17:38:29	 Account: hoailanghp2	Name: HPVuPhong	 DelItem: Kim Phong Kú L©n HuyÕt
17:38:29	 Account: hoailanghp2	Name: HPVuPhong	 DelItem: Kim Phong Thiªn Lý Th¶o Th­îng Phi
17:41:58	 Account: thaocanh114	Name: §MÙVIP	 DelItem: Kim Phong §ång T­íc Xu©n Th©m
17:41:58	 Account: thaocanh114	Name: §MÙVIP	 DelItem: Kim Phong §o¹t Hån Ngäc ®¸i
17:41:58	 Account: thaocanh114	Name: §MÙVIP	 DelItem: Kim Phong HËu NghÖ dÉn cung
17:41:58	 Account: thaocanh114	Name: §MÙVIP	 DelItem: Kim Phong C«ng CÈn Tam Th¸n
17:41:58	 Account: thaocanh114	Name: §MÙVIP	 DelItem: Kim Phong Lan §×nh Ngäc
17:41:58	 Account: thaocanh114	Name: §MÙVIP	 DelItem: Kim Phong Thanh D­¬ng Kh«i
17:41:58	 Account: thaocanh114	Name: §MÙVIP	 DelItem: Kim Phong Kú L©n HuyÕt
17:41:58	 Account: thaocanh114	Name: §MÙVIP	 DelItem: Kim Phong Tr¹c Liªn Quang
17:41:58	 Account: thaocanh114	Name: §MÙVIP	 DelItem: Kim Phong Thiªn Lý Th¶o Th­îng Phi
17:51:15	 Account: asdzxcdsa	Name: V«ÙTuÙV«ÙChøngÙ	 DelItem: Kim Phong Thiªn Lý Th¶o Th­îng Phi
17:51:21	 Account: asdzxcdsa	Name: V«ÙTuÙV«ÙChøngÙ	 DelItem: Tóc S­¬ng
17:51:28	 Account: asdzxcdsa	Name: V«ÙTuÙV«ÙChøngÙ	 DelItem: Kim Phong Lan §×nh Ngäc
17:51:35	 Account: asdzxcdsa	Name: V«ÙTuÙV«ÙChøngÙ	 DelItem: Kim Phong HËu NghÖ dÉn cung
17:51:41	 Account: asdzxcdsa	Name: V«ÙTuÙV«ÙChøngÙ	 DelItem: Kim Phong Thanh D­¬ng Kh«i
17:51:48	 Account: asdzxcdsa	Name: V«ÙTuÙV«ÙChøngÙ	 DelItem: Kim Phong Kú L©n HuyÕt
17:51:53	 Account: asdzxcdsa	Name: V«ÙTuÙV«ÙChøngÙ	 DelItem: Kim Phong Tr¹c Liªn Quang
17:52:01	 Account: asdzxcdsa	Name: V«ÙTuÙV«ÙChøngÙ	 DelItem: Kim Phong §ång T­íc Xu©n Th©m
17:52:05	 Account: asdzxcdsa	Name: V«ÙTuÙV«ÙChøngÙ	 DelItem: Kim Phong §o¹t Hån Ngäc ®¸i
17:52:10	 Account: asdzxcdsa	Name: V«ÙTuÙV«ÙChøngÙ	 DelItem: Kim Phong C«ng CÈn Tam Th¸n
18:23:17	 Account: thoakhungz6	Name: X¹oÙKeÙChóa	 DelItem: Kim Phong Tr¹c Liªn Quang
18:24:49	 Account: samsimon1	Name: ÙHîiÙSG	 DelItem: Kim Phong HËu NghÖ dÉn cung
18:57:07	 Account: thoakhungz5	Name: CùcÙKúÙBèÙL¸o	 DelItem: Kim Phong Tr¹c Liªn Quang
19:34:24	 Account: ribi01	Name: RiBi01	 DelItem: Tóc S­¬ng
19:42:55	 Account: phuongboss4	Name: ÙÙÙLuLuÙÙÙ	 DelItem: Kim Phong §ång T­íc Xu©n Th©m
19:42:55	 Account: phuongboss4	Name: ÙÙÙLuLuÙÙÙ	 DelItem: Kim Phong C«ng CÈn Tam Th¸n
19:42:55	 Account: phuongboss4	Name: ÙÙÙLuLuÙÙÙ	 DelItem: Kim Phong Tr¹c Liªn Quang
19:47:45	 Account: hoailanghp3	Name: HPHoaPhong	 DelItem: Kim Phong C«ng CÈn Tam Th¸n
19:47:45	 Account: hoailanghp3	Name: HPHoaPhong	 DelItem: Kim Phong Lan §×nh Ngäc
19:47:45	 Account: hoailanghp3	Name: HPHoaPhong	 DelItem: Kim Phong Thiªn Lý Th¶o Th­îng Phi
19:47:45	 Account: hoailanghp3	Name: HPHoaPhong	 DelItem: Kim Phong §ång T­íc Xu©n Th©m
19:47:45	 Account: hoailanghp3	Name: HPHoaPhong	 DelItem: Kim Phong §o¹t Hån Ngäc ®¸i
19:47:45	 Account: hoailanghp3	Name: HPHoaPhong	 DelItem: Kim Phong HËu NghÖ dÉn cung
19:47:45	 Account: hoailanghp3	Name: HPHoaPhong	 DelItem: Kim Phong Thanh D­¬ng Kh«i
19:47:45	 Account: hoailanghp3	Name: HPHoaPhong	 DelItem: Kim Phong Kú L©n HuyÕt
19:47:45	 Account: hoailanghp3	Name: HPHoaPhong	 DelItem: Kim Phong Tr¹c Liªn Quang
19:55:45	 Account: hoailanghp4	Name: HPHoaPhong1	 DelItem: Kim Phong §ång T­íc Xu©n Th©m
19:55:45	 Account: hoailanghp4	Name: HPHoaPhong1	 DelItem: Kim Phong HËu NghÖ dÉn cung
19:55:45	 Account: hoailanghp4	Name: HPHoaPhong1	 DelItem: Kim Phong C«ng CÈn Tam Th¸n
